t_sec,x_km,y_km,z_km,vx_km_s,vy_km_s,vz_km_s
334873.732,-205039.973032301,-303301.079546366,-170650.940214860,0.828923493,-0.461233593,-0.215743119
335473.732,-204542.397674861,-303577.484744059,-170780.197432431,0.829660721,-0.460116909,-0.215114201
336073.732,-204044.380541803,-303853.219648129,-170909.077169690,0.830396078,-0.458999282,-0.214484851
336673.732,-203545.922755812,-304128.283693901,-171037.579167499,0.831129563,-0.457880715,-0.213855070
337273.732,-203047.025440217,-304402.676318043,-171165.703167469,0.831861176,-0.456761210,-0.213224859
337873.732,-202547.689718988,-304676.396958570,-171293.448911963,0.832590915,-0.455640770,-0.212594218
338473.732,-202047.916716739,-304949.445054842,-171420.816144091,0.833318780,-0.454519396,-0.211963151
339073.732,-201547.707558720,-305221.820047560,-171547.804607715,0.834044768,-0.453397091,-0.211331657
339673.732,-201047.063370819,-305493.521378777,-171674.414047447,0.834768879,-0.452273858,-0.210699738
340273.732,-200545.985279562,-305764.548491885,-171800.644208647,0.835491112,-0.451149698,-0.210067395
340873.732,-200044.474412104,-306034.900831624,-171926.494837428,0.836211466,-0.450024614,-0.209434630
341473.732,-199542.531896237,-306304.577844080,-172051.965680648,0.836929940,-0.448898608,-0.208801444
342073.732,-199040.158860381,-306573.578976683,-172177.056485919,0.837646533,-0.447771681,-0.208167837
342673.732,-198537.356433583,-306841.903678207,-172301.767001600,0.838361243,-0.446643838,-0.207533812
343273.732,-198034.125745520,-307109.551398776,-172426.096976800,0.839074070,-0.445515079,-0.206899369
343873.732,-197530.467926492,-307376.521589855,-172550.046161380,0.839785013,-0.444385406,-0.206264510
344473.732,-197026.384107425,-307642.813704256,-172673.614305946,0.840494070,-0.443254823,-0.205629236
345073.732,-196521.875419863,-307908.427196137,-172796.801161858,0.841201241,-0.442123332,-0.204993548
345673.732,-196016.942995973,-308173.361521000,-172919.606481221,0.841906524,-0.440990934,-0.204357448
346273.732,-195511.587968539,-308437.616135696,-173042.030016893,0.842609919,-0.439857631,-0.203720936
346873.732,-195005.811470963,-308701.190498418,-173164.071522480,0.843311424,-0.438723427,-0.203084014
347473.732,-194499.614637260,-308964.084068707,-173285.730752337,0.844011039,-0.437588324,-0.202446684
348073.732,-193992.998602059,-309226.296307448,-173407.007461567,0.844708763,-0.436452323,-0.201808946
348673.732,-193485.964500602,-309487.826676873,-173527.901406025,0.845404593,-0.435315426,-0.201170801
349273.732,-192978.513468739,-309748.674640560,-173648.412342312,0.846098530,-0.434177637,-0.200532252
349873.732,-192470.646642929,-310008.839663432,-173768.540027781,0.846790573,-0.433038957,-0.199893299
350473.732,-191962.365160237,-310268.321211759,-173888.284220531,0.847480720,-0.431899389,-0.199253943
351073.732,-191453.670158333,-310527.118753155,-174007.644679413,0.848168970,-0.430758935,-0.198614186
351673.732,-190944.562775490,-310785.231756581,-174126.621164025,0.848855323,-0.429617596,-0.197974029
352273.732,-190435.044150584,-311042.659692345,-174245.213434713,0.849539777,-0.428475376,-0.197333473
352873.732,-189925.115423088,-311299.402032100,-174363.421252575,0.850222331,-0.427332277,-0.196692520
353473.732,-189414.777733076,-311555.458248845,-174481.244379453,0.850902985,-0.426188300,-0.196051170
354073.732,-188904.032221216,-311810.827816924,-174598.682577943,0.851581737,-0.425043448,-0.195409426
354673.732,-188392.880028772,-312065.510212030,-174715.735611385,0.852258587,-0.423897724,-0.194767287
355273.732,-187881.322297601,-312319.504911199,-174832.403243871,0.852933533,-0.422751129,-0.194124756
355873.732,-187369.360170152,-312572.811392815,-174948.685240239,0.853606574,-0.421603666,-0.193481834
356473.732,-186856.994789462,-312825.429136608,-175064.581366078,0.854277710,-0.420455336,-0.192838521
357073.732,-186344.227299159,-313077.357623653,-175180.091387722,0.854946940,-0.419306143,-0.192194820
357673.732,-185831.058843456,-313328.596336373,-175295.215072257,0.855614261,-0.418156089,-0.191550731
358273.732,-185317.490567150,-313579.144758536,-175409.952187515,0.856279675,-0.417005175,-0.190906256
358873.732,-184803.523615622,-313829.002375256,-175524.302502077,0.856943179,-0.415853405,-0.190261395
359473.732,-184289.159134835,-314078.168672995,-175638.265785272,0.857604772,-0.414700779,-0.189616151
360073.732,-183774.398271333,-314326.643139560,-175751.841807177,0.858264454,-0.413547301,-0.188970525
360673.732,-183259.242172235,-314574.425264103,-175865.030338618,0.858922224,-0.412392973,-0.188324517
361273.732,-182743.691985241,-314821.514537126,-175977.831151168,0.859578080,-0.411237796,-0.187678129
361873.732,-182227.748858622,-315067.910450473,-176090.244017149,0.860232023,-0.410081774,-0.187031362
362473.732,-181711.413941225,-315313.612497339,-176202.268709628,0.860884049,-0.408924908,-0.186384217
363073.732,-181194.688382469,-315558.620172261,-176313.905002425,0.861534160,-0.407767201,-0.185736696
363673.732,-180677.573332341,-315802.932971126,-176425.152670103,0.862182354,-0.406608655,-0.185088800
364273.732,-180160.069941399,-316046.550391166,-176536.011487976,0.862828629,-0.405449272,-0.184440530
364873.732,-179642.179360768,-316289.471930958,-176646.481232104,0.863472986,-0.404289055,-0.183791888
365473.732,-179123.902742136,-316531.697090427,-176756.561679294,0.864115423,-0.403128005,-0.183142874
366073.732,-178605.241237756,-316773.225370845,-176866.252607103,0.864755938,-0.401966125,-0.182493490
366673.732,-178086.196000445,-317014.056274830,-176975.553793833,0.865394532,-0.400803417,-0.181843737
367273.732,-177566.768183579,-317254.189306347,-177084.465018536,0.866031203,-0.399639884,-0.181193617
367873.732,-177046.958941092,-317493.623970705,-177192.986061009,0.866665951,-0.398475527,-0.180543130
368473.732,-176526.769427477,-317732.359774564,-177301.116701798,0.867298774,-0.397310349,-0.179892278
369073.732,-176006.200797783,-317970.396225925,-177408.856722196,0.867929671,-0.396144352,-0.179241062
369673.732,-175485.254207613,-318207.732834142,-177516.205904241,0.868558642,-0.394977539,-0.178589484
370273.732,-174963.930813120,-318444.369109910,-177623.164030723,0.869185685,-0.393809911,-0.177937544
370873.732,-174442.231771013,-318680.304565274,-177729.730885174,0.869810800,-0.392641471,-0.177285244
371473.732,-173920.158238547,-318915.538713624,-177835.906251876,0.870433986,-0.391472222,-0.176632585
372073.732,-173397.711373525,-319150.071069697,-177941.689915858,0.871055242,-0.390302164,-0.175979569
372673.732,-172874.892334298,-319383.901149577,-178047.081662895,0.871674567,-0.389131301,-0.175326196
373273.732,-172351.702279761,-319617.028470695,-178152.081279509,0.872291960,-0.387959635,-0.174672467
373873.732,-171828.142369353,-319849.452551827,-178256.688552968,0.872907420,-0.386787168,-0.174018385
374473.732,-171304.213763052,-320081.172913098,-178360.903271290,0.873520946,-0.385613903,-0.173363950
375073.732,-170779.917621379,-320312.189075978,-178464.725223237,0.874132537,-0.384439841,-0.172709164
375673.732,-170255.255105393,-320542.500563284,-178568.154198317,0.874742193,-0.383264985,-0.172054028
376273.732,-169730.227376689,-320772.106899181,-178671.189986787,0.875349913,-0.382089337,-0.171398542
376873.732,-169204.835597399,-321001.007609177,-178773.832379648,0.875955695,-0.380912899,-0.170742709
377473.732,-168679.080930186,-321229.202220132,-178876.081168651,0.876559539,-0.379735673,-0.170086530
378073.732,-168152.964538249,-321456.690260249,-178977.936146289,0.877161444,-0.378557663,-0.169430005
378673.732,-167626.487585316,-321683.471259080,-179079.397105805,0.877761409,-0.377378870,-0.168773136
379273.732,-167099.651235643,-321909.544747520,-179180.463841188,0.878359433,-0.376199295,-0.168115925
379873.732,-166572.456654017,-322134.910257816,-179281.136147170,0.878955515,-0.375018943,-0.167458372
380473.732,-166044.905005748,-322359.567323558,-179381.413819232,0.879549655,-0.373837814,-0.166800479
381073.732,-165516.997456672,-322583.515479684,-179481.296653602,0.880141851,-0.372655911,-0.166142246
381673.732,-164988.735173149,-322806.754262478,-179580.784447251,0.880732103,-0.371473236,-0.165483676
382273.732,-164460.119322060,-323029.283209573,-179679.876997898,0.881320410,-0.370289792,-0.164824770
382873.732,-163931.151070805,-323251.101859946,-179778.574104009,0.881906770,-0.369105581,-0.164165528
383473.732,-163401.831587304,-323472.209753923,-179876.875564793,0.882491184,-0.367920605,-0.163505952
384073.732,-162872.162039994,-323692.606433176,-179974.781180207,0.883073649,-0.366734866,-0.162846044
384673.732,-162342.143597827,-323912.291440722,-180072.290750953,0.883654166,-0.365548366,-0.162185804
385273.732,-161811.777430268,-324131.264320929,-180169.404078479,0.884232734,-0.364361108,-0.161525233
385873.732,-161281.064707298,-324349.524619507,-180266.120964979,0.884809351,-0.363173094,-0.160864334
386473.732,-160750.006599405,-324567.071883518,-180362.441213391,0.885384017,-0.361984327,-0.160203106
387073.732,-160218.604277590,-324783.905661365,-180458.364627401,0.885956731,-0.360794808,-0.159541553
387673.732,-159686.858913359,-325000.025502803,-180553.891011439,0.886527491,-0.359604539,-0.158879673
388273.732,-159154.771678727,-325215.430958931,-180649.020170680,0.887096298,-0.358413524,-0.158217470
388873.732,-158622.343746212,-325430.121582196,-180743.751911046,0.887663151,-0.357221763,-0.157554944
389473.732,-158089.576288838,-325644.096926392,-180838.086039203,0.888228048,-0.356029260,-0.156892096
390073.732,-157556.470480129,-325857.356546658,-180932.022362562,0.888790988,-0.354836017,-0.156228928
390673.732,-157023.027494111,-326069.899999482,-181025.560689280,0.889351972,-0.353642036,-0.155565441
391273.732,-156489.248505308,-326281.726842698,-181118.700828260,0.889910998,-0.352447319,-0.154901636
391873.732,-155955.134688742,-326492.836635488,-181211.442589148,0.890468064,-0.351251868,-0.154237514
392473.732,-155420.687219931,-326703.228938378,-181303.785782337,0.891023172,-0.350055686,-0.153573077
393073.732,-154885.907274889,-326912.903313245,-181395.730218963,0.891576318,-0.348858775,-0.152908326
393673.732,-154350.796030121,-327121.859323309,-181487.275710909,0.892127504,-0.347661137,-0.152243262
394273.732,-153815.354662626,-327330.096533140,-181578.422070802,0.892676727,-0.346462775,-0.151577886
394873.732,-153279.584349892,-327537.614508652,-181669.169112012,0.893223988,-0.345263690,-0.150912200
395473.732,-152743.486269896,-327744.412817109,-181759.516648658,0.893769285,-0.344063885,-0.150246204
396073.732,-152207.061601103,-327950.491027120,-181849.464495599,0.894312617,-0.342863362,-0.149579901
396673.732,-151670.311522463,-328155.848708641,-181939.012468441,0.894853984,-0.341662124,-0.148913291
397273.732,-151133.237213411,-328360.485432976,-182028.160383535,0.895393385,-0.340460172,-0.148246375
397873.732,-150595.839853865,-328564.400772775,-182116.908057976,0.895930819,-0.339257509,-0.147579156
398473.732,-150058.120624224,-328767.594302035,-182205.255309603,0.896466285,-0.338054137,-0.146911633
399073.732,-149520.080705369,-328970.065596101,-182293.201956999,0.896999783,-0.336850059,-0.146243808
399673.732,-148981.721278656,-329171.814231662,-182380.747819493,0.897531311,-0.335645276,-0.145575683
400273.732,-148443.043525923,-329372.839786759,-182467.892717156,0.898060869,-0.334439791,-0.144907259
400873.732,-147904.048629480,-329573.141840775,-182554.636470807,0.898588457,-0.333233606,-0.144238537
401473.732,-147364.737772113,-329772.719974444,-182640.978902004,0.899114072,-0.332026723,-0.143569518
402073.732,-146825.112137082,-329971.573769843,-182726.919833054,0.899637716,-0.330819145,-0.142900203
402673.732,-146285.172908115,-330169.702810400,-182812.459087005,0.900159385,-0.329610874,-0.142230594
403273.732,-145744.921269414,-330367.106680886,-182897.596487650,0.900679081,-0.328401912,-0.141560692
403873.732,-145204.358405647,-330563.784967423,-182982.331859527,0.901196802,-0.327192262,-0.140890499
404473.732,-144663.485501951,-330759.737257479,-183066.665027915,0.901712547,-0.325981924,-0.140220014
405073.732,-144122.303743928,-330954.963139865,-183150.595818840,0.902226316,-0.324770903,-0.139549241
405673.732,-143580.814317644,-331149.462204745,-183234.124059071,0.902738108,-0.323559200,-0.138878179
406273.732,-143039.018409629,-331343.234043627,-183317.249576119,0.903247922,-0.322346817,-0.138206830
406873.732,-142496.917206874,-331536.278249366,-183399.972198241,0.903755757,-0.321133756,-0.137535196
407473.732,-141954.511896830,-331728.594416163,-183482.291754436,0.904261613,-0.319920021,-0.136863277
408073.732,-141411.803667408,-331920.182139570,-183564.208074447,0.904765488,-0.318705612,-0.136191076
408673.732,-140868.793706974,-332111.041016483,-183645.720988762,0.905267383,-0.317490533,-0.135518592
409273.732,-140325.483204353,-332301.170645145,-183726.830328610,0.905767296,-0.316274785,-0.134845828
409873.732,-139781.873348822,-332490.570625147,-183807.535925965,0.906265226,-0.315058371,-0.134172784
410473.732,-139237.965330113,-332679.240557427,-183887.837613544,0.906761173,-0.313841293,-0.133499462
411073.732,-138693.760338409,-332867.180044271,-183967.735224808,0.907255136,-0.312623553,-0.132825863
411673.732,-138149.259564343,-333054.388689311,-184047.228593960,0.907747114,-0.311405154,-0.132151988
412273.732,-137604.464198998,-333240.866097525,-184126.317555947,0.908237106,-0.310186097,-0.131477839
412873.732,-137059.375433903,-333426.611875242,-184205.001946459,0.908725113,-0.308966386,-0.130803417
413473.732,-136513.994461036,-333611.625630134,-184283.281601929,0.909211132,-0.307746022,-0.130128723
414073.732,-135968.322472818,-333795.906971223,-184361.156359534,0.909695164,-0.306525007,-0.129453758
414673.732,-135422.360662113,-333979.455508876,-184438.626057193,0.910177207,-0.305303344,-0.128778523
415273.732,-134876.110222229,-334162.270854810,-184515.690533568,0.910657261,-0.304081035,-0.128103020
415873.732,-134329.572346913,-334344.352622087,-184592.349628065,0.911135325,-0.302858082,-0.127427250
416473.732,-133782.748230353,-334525.700425117,-184668.603180831,0.911611398,-0.301634488,-0.126751215
417073.732,-133235.639067173,-334706.313879658,-184744.451032757,0.912085480,-0.300410254,-0.126074914
417673.732,-132688.246052435,-334886.192602813,-184819.893025478,0.912557570,-0.299185384,-0.125398351
418273.732,-132140.570381638,-335065.336213034,-184894.929001369,0.913027667,-0.297959878,-0.124721525
418873.732,-131592.613250711,-335243.744330122,-184969.558803550,0.913495770,-0.296733740,-0.124044439
419473.732,-131044.375856019,-335421.416575221,-185043.782275882,0.913961879,-0.295506972,-0.123367093
420073.732,-130495.859394357,-335598.352570827,-185117.599262970,0.914425994,-0.294279576,-0.122689488
420673.732,-129947.065062949,-335774.551940780,-185191.009610161,0.914888112,-0.293051553,-0.122011626
421273.732,-129397.994059449,-335950.014310270,-185264.013163544,0.915348234,-0.291822908,-0.121333509
421873.732,-128848.647581938,-336124.739305831,-185336.609769950,0.915806358,-0.290593641,-0.120655137
422473.732,-128299.026828923,-336298.726555347,-185408.799276956,0.916262485,-0.289363755,-0.119976511
423073.732,-127749.132999333,-336471.975688051,-185480.581532876,0.916716614,-0.288133252,-0.119297633
423673.732,-127198.967292525,-336644.486334519,-185551.956386770,0.917168743,-0.286902134,-0.118618505
424273.732,-126648.530908273,-336816.258126677,-185622.923688439,0.917618872,-0.285670404,-0.117939126
424873.732,-126097.825046774,-336987.290697800,-185693.483288427,0.918067000,-0.284438064,-0.117259499
425473.732,-125546.850908645,-337157.583682509,-185763.635038020,0.918513127,-0.283205117,-0.116579625
426073.732,-124995.609694918,-337327.136716770,-185833.378789244,0.918957252,-0.281971563,-0.115899505
426673.732,-124444.102607045,-337495.949437902,-185902.714394871,0.919399374,-0.280737407,-0.115219140
427273.732,-123892.330846890,-337664.021484567,-185971.641708412,0.919839493,-0.279502649,-0.114538531
427873.732,-123340.295616733,-337831.352496778,-186040.160584121,0.920277607,-0.278267292,-0.113857681
428473.732,-122787.998119266,-337997.942115892,-186108.270876994,0.920713717,-0.277031339,-0.113176589
429073.732,-122235.439557592,-338163.789984617,-186175.972442770,0.921147821,-0.275794791,-0.112495257
429673.732,-121682.621135224,-338328.895747008,-186243.265137927,0.921579919,-0.274557652,-0.111813687
430273.732,-121129.544056084,-338493.259048466,-186310.148819688,0.922010010,-0.273319922,-0.111131879
430873.732,-120576.209524501,-338656.879535741,-186376.623346017,0.922438094,-0.272081605,-0.110449836
431473.732,-120022.618745210,-338819.756856932,-186442.688575618,0.922864169,-0.270842702,-0.109767557
432073.732,-119468.772923351,-338981.890661484,-186508.344367939,0.923288236,-0.269603216,-0.109085045
432673.732,-118914.673264467,-339143.280600190,-186573.590583168,0.923710292,-0.268363150,-0.108402300
433273.732,-118360.320974503,-339303.926325192,-186638.427082237,0.924130339,-0.267122504,-0.107719325
433873.732,-117805.717259806,-339463.827489979,-186702.853726816,0.924548375,-0.265881283,-0.107036119
434473.732,-117250.863327122,-339622.983749389,-186766.870379320,0.924964399,-0.264639487,-0.106352685
435073.732,-116695.760383594,-339781.394759607,-186830.476902905,0.925378411,-0.263397119,-0.105669023
435673.732,-116140.409636762,-339939.060178165,-186893.673161466,0.925790410,-0.262154182,-0.104985135
436273.732,-115584.812294565,-340095.979663947,-186956.459019642,0.926200395,-0.260910677,-0.104301022
436873.732,-115028.969565332,-340252.152877180,-187018.834342812,0.926608366,-0.259666607,-0.103616685
437473.732,-114472.882657788,-340407.579479444,-187080.798997099,0.927014323,-0.258421974,-0.102932126
438073.732,-113916.552781048,-340562.259133663,-187142.352849364,0.927418264,-0.257176780,-0.102247345
438673.732,-113359.981144618,-340716.191504111,-187203.495767212,0.927820188,-0.255931028,-0.101562344
439273.732,-112803.168958395,-340869.376256412,-187264.227618987,0.928220096,-0.254684720,-0.100877125
439873.732,-112246.117432661,-341021.813057535,-187324.548273776,0.928617987,-0.253437858,-0.100191688
440473.732,-111688.827778088,-341173.501575800,-187384.457601407,0.929013859,-0.252190444,-0.099506035
441073.732,-111131.301205730,-341324.441480874,-187443.955472449,0.929407712,-0.250942481,-0.098820166
441673.732,-110573.538927028,-341474.632443772,-187503.041758212,0.929799547,-0.249693971,-0.098134084
442273.732,-110015.542153803,-341624.074136859,-187561.716330748,0.930189361,-0.248444916,-0.097447789
442873.732,-109457.312098262,-341772.766233848,-187619.979062848,0.930577154,-0.247195318,-0.096761283
443473.732,-108898.849972988,-341920.708409800,-187677.829828048,0.930962926,-0.245945179,-0.096074566
444073.732,-108340.156990945,-342067.900341125,-187735.268500620,0.931346677,-0.244694502,-0.095387641
444673.732,-107781.234365475,-342214.341705581,-187792.294955582,0.931728404,-0.243443290,-0.094700508
445273.732,-107222.083310296,-342360.032182275,-187848.909068690,0.932108109,-0.242191544,-0.094013168
445873.732,-106662.705039503,-342504.971451665,-187905.110716442,0.932485790,-0.240939266,-0.093325623
446473.732,-106103.100767562,-342649.159195553,-187960.899776076,0.932861446,-0.239686459,-0.092637875
447073.732,-105543.271709315,-342792.595097095,-188016.276125572,0.933235077,-0.238433125,-0.091949923
447673.732,-104983.219079973,-342935.278840792,-188071.239643652,0.933606683,-0.237179267,-0.091261770
448273.732,-104422.944095121,-343077.210112497,-188125.790209776,0.933976262,-0.235924886,-0.090573417
448873.732,-103862.447970708,-343218.388599409,-188179.927704147,0.934343815,-0.234669984,-0.089884865
449473.732,-103301.731923055,-343358.813990078,-188233.652007709,0.934709340,-0.233414565,-0.089196114
450073.732,-102740.797168849,-343498.485974404,-188286.963002145,0.935072836,-0.232158630,-0.088507168
450673.732,-102179.644925140,-343637.404243633,-188339.860569881,0.935434304,-0.230902182,-0.087818026
451273.732,-101618.276409346,-343775.568490363,-188392.344594083,0.935793743,-0.229645222,-0.087128689
451873.732,-101056.692839244,-343912.978408540,-188444.414958656,0.936151152,-0.228387754,-0.086439160
452473.732,-100494.895432976,-344049.633693460,-188496.071548248,0.936506530,-0.227129778,-0.085749440
453073.732,-99932.885409042,-344185.534041769,-188547.314248248,0.936859878,-0.225871299,-0.085059529
453673.732,-99370.663986303,-344320.679151460,-188598.142944783,0.937211193,-0.224612317,-0.084369428
454273.732,-98808.232383977,-344455.068721878,-188648.557524724,0.937560476,-0.223352835,-0.083679140
454873.732,-98245.591821639,-344588.702453717,-188698.557875681,0.937907726,-0.222092855,-0.082988665
455473.732,-97682.743519221,-344721.580049020,-188748.143886004,0.938252943,-0.220832380,-0.082298005
456073.732,-97119.688697007,-344853.701211181,-188797.315444786,0.938596125,-0.219571412,-0.081607160
456673.732,-96556.428575636,-344985.065644943,-188846.072441857,0.938937273,-0.218309952,-0.080916133
457273.732,-95992.964376098,-345115.673056397,-188894.414767791,0.939276386,-0.217048004,-0.080224923
457873.732,-95429.297319735,-345245.523152988,-188942.342313901,0.939613463,-0.215785570,-0.079533534
458473.732,-94865.428628237,-345374.615643507,-188989.854972242,0.939948503,-0.214522651,-0.078841964
459073.732,-94301.359523642,-345502.950238098,-189036.952635607,0.940281506,-0.213259251,-0.078150217
459673.732,-93737.091228338,-345630.526648254,-189083.635197531,0.940612472,-0.211995370,-0.077458293
460273.732,-93172.624965056,-345757.344586819,-189129.902552291,0.940941399,-0.210731012,-0.076766194
460873.732,-92607.961956873,-345883.403767985,-189175.754594903,0.941268288,-0.209466179,-0.076073920
461473.732,-92043.103427210,-346008.703907297,-189221.191221122,0.941593138,-0.208200873,-0.075381472
462073.732,-91478.050599828,-346133.244721649,-189266.212327447,0.941915947,-0.206935096,-0.074688853
462673.732,-90912.804698832,-346257.025929286,-189310.817811116,0.942236716,-0.205668851,-0.073996064
463273.732,-90347.366948665,-346380.047249803,-189355.007570106,0.942555444,-0.204402140,-0.073303105
463873.732,-89781.738574110,-346502.308404148,-189398.781503137,0.942872131,-0.203134964,-0.072609977
464473.732,-89215.920800287,-346623.809114617,-189442.139509667,0.943186775,-0.201867327,-0.071916683
465073.732,-88649.914852652,-346744.549104857,-189485.081489897,0.943499377,-0.200599231,-0.071223223
465673.732,-88083.721956997,-346864.528099869,-189527.607344767,0.943809935,-0.199330677,-0.070529599
466273.732,-87517.343339447,-346983.745826002,-189569.716975958,0.944118450,-0.198061668,-0.069835811
466873.732,-86950.780226460,-347102.202010956,-189611.410285891,0.944424920,-0.196792207,-0.069141862
467473.732,-86384.033844828,-347219.896383785,-189652.687177727,0.944729345,-0.195522295,-0.068447751
468073.732,-85817.105421669,-347336.828674892,-189693.547555369,0.945031725,-0.194251935,-0.067753481
468673.732,-85249.996184435,-347452.998616031,-189733.991323461,0.945332058,-0.192981128,-0.067059053
469273.732,-84682.707360902,-347568.405940310,-189774.018387384,0.945630346,-0.191709879,-0.066364467
469873.732,-84115.240179176,-347683.050382186,-189813.628653263,0.945926586,-0.190438187,-0.065669726
470473.732,-83547.595867687,-347796.931677469,-189852.822027962,0.946220778,-0.189166057,-0.064974830
471073.732,-82979.775655189,-347910.049563320,-189891.598419085,0.946512922,-0.187893490,-0.064279781
471673.732,-82411.780770763,-348022.403778253,-189929.957734978,0.946803018,-0.186620488,-0.063584580
472273.732,-81843.612443808,-348133.994062134,-189967.899884726,0.947091064,-0.185347053,-0.062889228
472873.732,-81275.271904046,-348244.820156179,-190005.424778156,0.947377060,-0.184073189,-0.062193726
473473.732,-80706.760381520,-348354.881802959,-190042.532325834,0.947661006,-0.182798896,-0.061498075
474073.732,-80138.079106589,-348464.178746395,-190079.222439067,0.947942902,-0.181524178,-0.060802278
474673.732,-79569.229309932,-348572.710731761,-190115.495029903,0.948222745,-0.180249036,-0.060106334
475273.732,-79000.212222544,-348680.477505684,-190151.350011130,0.948500537,-0.178973473,-0.059410246
475873.732,-78431.029075733,-348787.478816144,-190186.787296276,0.948776277,-0.177697492,-0.058714014
476473.732,-77861.681101125,-348893.714412472,-190221.806799612,0.949049963,-0.176421093,-0.058017640
477073.732,-77292.169530657,-348999.184045354,-190256.408436146,0.949321596,-0.175144281,-0.057321125
477673.732,-76722.495596577,-349103.887466826,-190290.592121630,0.949591175,-0.173867056,-0.056624470
478273.732,-76152.660531444,-349207.824430281,-190324.357772554,0.949858700,-0.172589421,-0.055927677
478873.732,-75582.665568128,-349310.994690461,-190357.705306149,0.950124169,-0.171311379,-0.055230746
479473.732,-75012.511939806,-349413.398003465,-190390.634640388,0.950387583,-0.170032931,-0.054533679
480073.732,-74442.200879963,-349515.034126743,-190423.145693984,0.950648941,-0.168754080,-0.053836477
480673.732,-73871.733622389,-349615.902819098,-190455.238386389,0.950908242,-0.167474828,-0.053139142
481273.732,-73301.111401180,-349716.003840688,-190486.912637797,0.951165486,-0.166195178,-0.052441674
481873.732,-72730.335450736,-349815.336953026,-190518.168369144,0.951420673,-0.164915131,-0.051744075
482473.732,-72159.407005759,-349913.901918976,-190549.005502105,0.951673801,-0.163634690,-0.051046346
483073.732,-71588.327301252,-350011.698502758,-190579.423959096,0.951924871,-0.162353857,-0.050348489
483673.732,-71017.097572519,-350108.726469945,-190609.423663272,0.952173882,-0.161072635,-0.049650504
484273.732,-70445.719055165,-350204.985587465,-190639.004538533,0.952420833,-0.159791026,-0.048952393
484873.732,-69874.192985090,-350300.475623600,-190668.166509515,0.952665724,-0.158509031,-0.048254157
485473.732,-69302.520598492,-350395.196347987,-190696.909501599,0.952908555,-0.157226653,-0.047555797
486073.732,-68730.703131867,-350489.147531616,-190725.233440903,0.953149324,-0.155943895,-0.046857314
486673.732,-68158.741822003,-350582.328946834,-190753.138254288,0.953388032,-0.154660759,-0.046158710
487273.732,-67586.637905983,-350674.740367341,-190780.623869357,0.953624678,-0.153377247,-0.045459987
487873.732,-67014.392621182,-350766.381568194,-190807.690214450,0.953859261,-0.152093361,-0.044761144
488473.732,-66442.007205267,-350857.252325803,-190834.337218651,0.954091781,-0.150809103,-0.044062184
489073.732,-65869.482896193,-350947.352417936,-190860.564811785,0.954322238,-0.149524476,-0.043363107
489673.732,-65296.820932209,-351036.681623713,-190886.372924416,0.954550631,-0.148239482,-0.042663916
490273.732,-64724.022551846,-351125.239723613,-190911.761487850,0.954776959,-0.146954124,-0.041964610
490873.732,-64151.088993926,-351213.026499468,-190936.730434135,0.955001223,-0.145668402,-0.041265192
491473.732,-63578.021497555,-351300.041734468,-190961.279696059,0.955223421,-0.144382321,-0.040565663
492073.732,-63004.821302125,-351386.285213157,-190985.409207150,0.955443553,-0.143095882,-0.039866023
492673.732,-62431.489647309,-351471.756721438,-191009.118901679,0.955661619,-0.141809087,-0.039166274
493273.732,-61858.027773066,-351556.456046567,-191032.408714657,0.955877618,-0.140521938,-0.038466418
493873.732,-61284.436919634,-351640.382977159,-191055.278581837,0.956091549,-0.139234439,-0.037766455
494473.732,-60710.718327531,-351723.537303185,-191077.728439713,0.956303413,-0.137946590,-0.037066387
495073.732,-60136.873237555,-351805.918815973,-191099.758225519,0.956513209,-0.136658395,-0.036366215
495673.732,-59562.902890781,-351887.527308205,-191121.367877233,0.956720936,-0.135369855,-0.035665940
496273.732,-58988.808528562,-351968.362573926,-191142.557333570,0.956926593,-0.134080974,-0.034965564
496873.732,-58414.591392527,-352048.424408533,-191163.326533991,0.957130182,-0.132791752,-0.034265087
497473.732,-57840.252724578,-352127.712608782,-191183.675418696,0.957331700,-0.131502193,-0.033564512
498073.732,-57265.793766891,-352206.226972789,-191203.603928626,0.957531147,-0.130212298,-0.032863838
498673.732,-56691.215761916,-352283.967300023,-191223.112005465,0.957728524,-0.128922071,-0.032163068
499273.732,-56116.519952374,-352360.933391316,-191242.199591638,0.957923829,-0.127631512,-0.031462203
499873.732,-55541.707581253,-352437.125048855,-191260.866630310,0.958117063,-0.126340625,-0.030761244
500473.732,-54966.779891815,-352512.542076185,-191279.113065390,0.958308224,-0.125049412,-0.030060191
501073.732,-54391.738127586,-352587.184278212,-191296.938841526,0.958497312,-0.123757874,-0.029359047
501673.732,-53816.583532362,-352661.051461198,-191314.343904112,0.958684327,-0.122466015,-0.028657813
502273.732,-53241.317350204,-352734.143432766,-191331.328199278,0.958869268,-0.121173837,-0.027956489
502873.732,-52665.940825436,-352806.460001896,-191347.891673901,0.959052135,-0.119881341,-0.027255078
503473.732,-52090.455202647,-352878.000978927,-191364.034275596,0.959232928,-0.118588530,-0.026553580
504073.732,-51514.861726690,-352948.766175560,-191379.755952723,0.959411646,-0.117295407,-0.025851996
504673.732,-50939.161642677,-353018.755404854,-191395.056654381,0.959588288,-0.116001973,-0.025150329
