t_sec,x_km,y_km,z_km,vx_km_s,vy_km_s,vz_km_s
164473.732,-324349.887142267,-200224.050540928,-119872.772073014,0.548886757,-0.731660926,-0.372030432
165073.732,-324020.191335556,-200662.819309007,-120095.853685936,0.550099028,-0.730901374,-0.371574813
165673.732,-323689.768594149,-201101.131876799,-120318.661692289,0.551309872,-0.730140259,-0.371118410
166273.732,-323358.619775113,-201538.987307460,-120541.195621905,0.552519286,-0.729377584,-0.370661225
166873.732,-323026.745736774,-201976.384665387,-120763.455005334,0.553727269,-0.728613350,-0.370203257
167473.732,-322694.147338719,-202413.323016212,-120985.439373842,0.554933818,-0.727847560,-0.369744508
168073.732,-322360.825441792,-202849.801426808,-121207.148259411,0.556138932,-0.727080216,-0.369284980
168673.732,-322026.780908091,-203285.818965290,-121428.581194746,0.557342607,-0.726311320,-0.368824674
169273.732,-321692.014600965,-203721.374701010,-121649.737713264,0.558544843,-0.725540874,-0.368363591
169873.732,-321356.527385013,-204156.467704567,-121870.617349105,0.559745636,-0.724768880,-0.367901732
170473.732,-321020.320126080,-204591.097047798,-122091.219637127,0.560944986,-0.723995340,-0.367439099
171073.732,-320683.393691257,-205025.261803788,-122311.544112906,0.562142889,-0.723220256,-0.366975692
171673.732,-320345.748948874,-205458.961046863,-122531.590312739,0.563339344,-0.722443631,-0.366511512
172273.732,-320007.386768504,-205892.193852597,-122751.357773643,0.564534349,-0.721665465,-0.366046562
172873.732,-319668.308020952,-206324.959297807,-122970.846033355,0.565727901,-0.720885763,-0.365580842
173473.732,-319328.513578261,-206757.256460561,-123190.054630332,0.566919999,-0.720104524,-0.365114353
174073.732,-318988.004313703,-207189.084420172,-123408.983103754,0.568110640,-0.719321752,-0.364647097
174673.732,-318646.781101781,-207620.442257202,-123627.630993521,0.569299823,-0.718537449,-0.364179075
175273.732,-318304.844818224,-208051.329053463,-123845.997840255,0.570487545,-0.717751617,-0.363710287
175873.732,-317962.196339984,-208481.743892017,-124064.083185300,0.571673805,-0.716964257,-0.363240736
176473.732,-317618.836545238,-208911.685857177,-124281.886570722,0.572858600,-0.716175373,-0.362770422
177073.732,-317274.766313378,-209341.154034507,-124499.407539311,0.574041928,-0.715384965,-0.362299347
177673.732,-316929.986525015,-209770.147510825,-124716.645634579,0.575223788,-0.714593036,-0.361827511
178273.732,-316584.498061974,-210198.665374202,-124933.600400761,0.576404177,-0.713799589,-0.361354916
178873.732,-316238.301807291,-210626.706713963,-125150.271382817,0.577583093,-0.713004625,-0.360881564
179473.732,-315891.398645212,-211054.270620686,-125366.658126431,0.578760535,-0.712208146,-0.360407455
180073.732,-315543.789461188,-211481.356186208,-125582.760178009,0.579936499,-0.711410154,-0.359932591
180673.732,-315195.475141876,-211907.962503622,-125798.577084685,0.581110985,-0.710610652,-0.359456972
181273.732,-314846.456575134,-212334.088667275,-126014.108394316,0.582283990,-0.709809642,-0.358980601
181873.732,-314496.734650019,-212759.733772774,-126229.353655485,0.583455513,-0.709007125,-0.358503478
182473.732,-314146.310256785,-213184.896916987,-126444.312417498,0.584625550,-0.708203105,-0.358025604
183073.732,-313795.184286881,-213609.577198039,-126658.984230392,0.585794101,-0.707397582,-0.357546981
183673.732,-313443.357632946,-214033.773715315,-126873.368644926,0.586961164,-0.706590559,-0.357067610
184273.732,-313090.831188809,-214457.485569461,-127087.465212587,0.588126735,-0.705782039,-0.356587492
184873.732,-312737.605849487,-214880.711862386,-127301.273485588,0.589290814,-0.704972022,-0.356106628
185473.732,-312383.682511180,-215303.451697262,-127514.793016870,0.590453398,-0.704160512,-0.355625019
186073.732,-312029.062071270,-215725.704178521,-127728.023360102,0.591614485,-0.703347510,-0.355142668
186673.732,-311673.745428319,-216147.468411862,-127940.964069679,0.592774074,-0.702533019,-0.354659574
187273.732,-311317.733482066,-216568.743504247,-128153.614700725,0.593932163,-0.701717041,-0.354175739
187873.732,-310961.027133423,-216989.528563905,-128365.974809091,0.595088749,-0.700899577,-0.353691165
188473.732,-310603.627284476,-217409.822700329,-128578.043951360,0.596243830,-0.700080630,-0.353205853
189073.732,-310245.534838480,-217829.625024280,-128789.821684839,0.597397405,-0.699260203,-0.352719803
189673.732,-309886.750699856,-218248.934647785,-129001.307567568,0.598549472,-0.698438296,-0.352233017
190273.732,-309527.275774190,-218667.750684143,-129212.501158314,0.599700028,-0.697614913,-0.351745496
190873.732,-309167.110968231,-219086.072247917,-129423.402016575,0.600849073,-0.696790054,-0.351257242
191473.732,-308806.257189888,-219503.898454942,-129634.009702579,0.601996603,-0.695963724,-0.350768256
192073.732,-308444.715348226,-219921.228422324,-129844.323777283,0.603142617,-0.695135923,-0.350278538
192673.732,-308082.486353466,-220338.061268438,-130054.343802376,0.604287113,-0.694306653,-0.349788091
193273.732,-307719.571116980,-220754.396112932,-130264.069340277,0.605430089,-0.693475918,-0.349296914
193873.732,-307355.970551290,-221170.232076726,-130473.499954135,0.606571543,-0.692643718,-0.348805011
194473.732,-306991.685570069,-221585.568282012,-130682.635207833,0.607711474,-0.691810056,-0.348312381
195073.732,-306626.717088130,-222000.403852258,-130891.474665983,0.608849878,-0.690974935,-0.347819026
195673.732,-306261.066021431,-222414.737912203,-131100.017893930,0.609986756,-0.690138356,-0.347324947
196273.732,-305894.733287072,-222828.569587864,-131308.264457751,0.611122104,-0.689300321,-0.346830145
196873.732,-305527.719803286,-223241.898006531,-131516.213924254,0.612255920,-0.688460833,-0.346334623
197473.732,-305160.026489448,-223654.722296772,-131723.865860983,0.613388204,-0.687619893,-0.345838380
198073.732,-304791.654266059,-224067.041588432,-131931.219836211,0.614518952,-0.686777504,-0.345341418
198673.732,-304422.604054754,-224478.855012632,-132138.275418947,0.615648163,-0.685933669,-0.344843738
199273.732,-304052.876778298,-224890.161701773,-132345.032178931,0.616775835,-0.685088388,-0.344345342
199873.732,-303682.473360577,-225300.960789534,-132551.489686637,0.617901967,-0.684241664,-0.343846231
200473.732,-303311.394726603,-225711.251410872,-132757.647513276,0.619026556,-0.683393500,-0.343346406
201073.732,-302939.641802509,-226121.032702027,-132963.505230788,0.620149600,-0.682543897,-0.342845867
201673.732,-302567.215515545,-226530.303800518,-133169.062411852,0.621271098,-0.681692858,-0.342344618
202273.732,-302194.116794078,-226939.063845144,-133374.318629878,0.622391048,-0.680840385,-0.341842657
202873.732,-301820.346567589,-227347.311975990,-133579.273459013,0.623509448,-0.679986479,-0.341339988
203473.732,-301445.905766668,-227755.047334419,-133783.926474137,0.624626296,-0.679131144,-0.340836611
204073.732,-301070.795323016,-228162.269063079,-133988.277250869,0.625741590,-0.678274381,-0.340332527
204673.732,-300695.016169440,-228568.976305904,-134192.325365560,0.626855329,-0.677416191,-0.339827738
205273.732,-300318.569239849,-228975.168208108,-134396.070395297,0.627967510,-0.676556579,-0.339322244
205873.732,-299941.455469256,-229380.843916193,-134599.511917904,0.629078132,-0.675695545,-0.338816048
206473.732,-299563.675793772,-229786.002577947,-134802.649511942,0.630187193,-0.674833091,-0.338309149
207073.732,-299185.231150605,-230190.643342441,-135005.482756706,0.631294691,-0.673969221,-0.337801550
207673.732,-298806.122478057,-230594.765360036,-135208.011232230,0.632400624,-0.673103935,-0.337293252
208273.732,-298426.350715522,-230998.367782378,-135410.234519283,0.633504990,-0.672237237,-0.336784255
208873.732,-298045.916803485,-231401.449762403,-135612.152199371,0.634607788,-0.671369128,-0.336274562
209473.732,-297664.821683516,-231804.010454333,-135813.763854740,0.635709016,-0.670499610,-0.335764173
210073.732,-297283.066298271,-232206.049013681,-136015.069068371,0.636808672,-0.669628686,-0.335253090
210673.732,-296900.651591489,-232607.564597249,-136216.067423983,0.637906755,-0.668756358,-0.334741313
211273.732,-296517.578507987,-233008.556363129,-136416.758506032,0.639003261,-0.667882628,-0.334228845
211873.732,-296133.847993663,-233409.023470705,-136617.141899715,0.640098190,-0.667007498,-0.333715686
212473.732,-295749.460995487,-233808.965080648,-136817.217190965,0.641191540,-0.666130969,-0.333201837
213073.732,-295364.418461504,-234208.380354927,-137016.983966454,0.642283309,-0.665253046,-0.332687300
213673.732,-294978.721340829,-234607.268456799,-137216.441813593,0.643373496,-0.664373728,-0.332172076
214273.732,-294592.370583644,-235005.628550815,-137415.590320531,0.644462097,-0.663493020,-0.331656166
214873.732,-294205.367141200,-235403.459802820,-137614.429076158,0.645549113,-0.662610922,-0.331139572
215473.732,-293817.711965809,-235800.761379953,-137812.957670101,0.646634540,-0.661727437,-0.330622294
216073.732,-293429.406010844,-236197.532450646,-138011.175692728,0.647718378,-0.660842568,-0.330104334
216673.732,-293040.450230738,-236593.772184629,-138209.082735147,0.648800624,-0.659956315,-0.329585694
217273.732,-292650.845580979,-236989.479752924,-138406.678389204,0.649881276,-0.659068682,-0.329066373
217873.732,-292260.593018112,-237384.654327852,-138603.962247488,0.650960334,-0.658179671,-0.328546375
218473.732,-291869.693499730,-237779.295083029,-138800.933903325,0.652037794,-0.657289284,-0.328025699
219073.732,-291478.147984479,-238173.401193370,-138997.592950784,0.653113656,-0.656397522,-0.327504347
219673.732,-291085.957432048,-238566.971835084,-139193.938984673,0.654187918,-0.655504389,-0.326982320
220273.732,-290693.122803174,-238960.006185683,-139389.971600541,0.655260578,-0.654609885,-0.326459620
220873.732,-290299.645059637,-239352.503423973,-139585.690394680,0.656331633,-0.653714015,-0.325936248
221473.732,-289905.525164252,-239744.462730063,-139781.094964121,0.657401084,-0.652816778,-0.325412205
222073.732,-289510.764080878,-240135.883285358,-139976.184906636,0.658468926,-0.651918179,-0.324887492
222673.732,-289115.362774406,-240526.764272568,-140170.959820741,0.659535160,-0.651018218,-0.324362110
223273.732,-288719.322210759,-240917.104875698,-140365.419305691,0.660599783,-0.650116899,-0.323836062
223873.732,-288322.643356894,-241306.904280058,-140559.562961484,0.661662794,-0.649214223,-0.323309347
224473.732,-287925.327180794,-241696.161672260,-140753.390388860,0.662724190,-0.648310192,-0.322781967
225073.732,-287527.374651469,-242084.876240214,-140946.901189302,0.663783971,-0.647404809,-0.322253924
225673.732,-287128.786738953,-242473.047173137,-141140.094965035,0.664842134,-0.646498076,-0.321725218
226273.732,-286729.564414300,-242860.673661547,-141332.971319025,0.665898678,-0.645589994,-0.321195852
226873.732,-286329.708649585,-243247.754897265,-141525.529854981,0.666953601,-0.644680567,-0.320665825
227473.732,-285929.220417900,-243634.290073417,-141717.770177358,0.668006901,-0.643769796,-0.320135140
228073.732,-285528.100693349,-244020.278384434,-141909.691891350,0.669058577,-0.642857684,-0.319603797
228673.732,-285126.350451050,-244405.719026051,-142101.294602896,0.670108626,-0.641944232,-0.319071799
229273.732,-284723.970667132,-244790.611195308,-142292.577918678,0.671157048,-0.641029443,-0.318539145
229873.732,-284320.962318730,-245174.954090551,-142483.541446123,0.672203841,-0.640113319,-0.318005838
230473.732,-283917.326383985,-245558.746911433,-142674.184793398,0.673249003,-0.639195862,-0.317471878
231073.732,-283513.063842040,-245941.988858913,-142864.507569418,0.674292532,-0.638277075,-0.316937267
231673.732,-283108.175673041,-246324.679135258,-143054.509383838,0.675334426,-0.637356959,-0.316402006
232273.732,-282702.662858130,-246706.816944041,-143244.189847060,0.676374684,-0.636435516,-0.315866097
232873.732,-282296.526379447,-247088.401490145,-143433.548570229,0.677413305,-0.635512750,-0.315329540
233473.732,-281889.767220125,-247469.431979761,-143622.585165235,0.678450286,-0.634588662,-0.314792336
234073.732,-281482.386364289,-247849.907620387,-143811.299244711,0.679485626,-0.633663254,-0.314254488
234673.732,-281074.384797053,-248229.827620832,-143999.690422036,0.680519324,-0.632736528,-0.313715996
235273.732,-280665.763504519,-248609.191191215,-144187.758311333,0.681551377,-0.631808487,-0.313176861
235873.732,-280256.523473773,-248987.997542964,-144375.502527471,0.682581784,-0.630879133,-0.312637086
236473.732,-279846.665692883,-249366.245888820,-144562.922686062,0.683610544,-0.629948468,-0.312096670
237073.732,-279436.191150899,-249743.935442830,-144750.018403467,0.684637654,-0.629016494,-0.311555615
237673.732,-279025.100837847,-250121.065420359,-144936.789296787,0.685663114,-0.628083213,-0.311013923
238273.732,-278613.395744732,-250497.635038078,-145123.234983873,0.686686921,-0.627148628,-0.310471595
238873.732,-278201.076863528,-250873.643513973,-145309.355083318,0.687709074,-0.626212741,-0.309928631
239473.732,-277788.145187183,-251249.090067343,-145495.149214464,0.688729571,-0.625275554,-0.309385034
240073.732,-277374.601709615,-251623.973918800,-145680.616997397,0.689748411,-0.624337068,-0.308840804
240673.732,-276960.447425706,-251998.294290266,-145865.758052949,0.690765592,-0.623397287,-0.308295943
241273.732,-276545.683331305,-252372.050404982,-146050.572002698,0.691781112,-0.622456213,-0.307750451
241873.732,-276130.310423221,-252745.241487500,-146235.058468968,0.692794971,-0.621513847,-0.307204331
242473.732,-275714.329699225,-253117.866763686,-146419.217074831,0.693807165,-0.620570192,-0.306657584
243073.732,-275297.742158046,-253489.925460723,-146603.047444103,0.694817694,-0.619625250,-0.306110210
243673.732,-274880.548799365,-253861.416807109,-146786.549201348,0.695826557,-0.618679024,-0.305562210
244273.732,-274462.750623820,-254232.340032657,-146969.721971876,0.696833750,-0.617731515,-0.305013587
244873.732,-274044.348633000,-254602.694368496,-147152.565381744,0.697839274,-0.616782725,-0.304464342
245473.732,-273625.343829441,-254972.479047072,-147335.079057756,0.698843126,-0.615832657,-0.303914475
246073.732,-273205.737216627,-255341.693302147,-147517.262627463,0.699845305,-0.614881314,-0.303363988
246673.732,-272785.529798985,-255710.336368801,-147699.115719163,0.700845808,-0.613928696,-0.302812882
247273.732,-272364.722581886,-256078.407483431,-147880.637961901,0.701844636,-0.612974807,-0.302261158
247873.732,-271943.316571640,-256445.905883753,-148061.828985470,0.702841785,-0.612019649,-0.301708818
248473.732,-271521.312775495,-256812.830808800,-148242.688420408,0.703837255,-0.611063223,-0.301155863
249073.732,-271098.712201635,-257179.181498925,-148423.215898003,0.704831044,-0.610105533,-0.300602294
249673.732,-270675.515859177,-257544.957195797,-148603.411050291,0.705823150,-0.609146580,-0.300048112
250273.732,-270251.724758168,-257910.157142407,-148783.273510054,0.706813572,-0.608186366,-0.299493319
250873.732,-269827.339909585,-258274.780583066,-148962.802910822,0.707802309,-0.607224894,-0.298937916
251473.732,-269402.362325334,-258638.826763403,-149141.998886873,0.708789358,-0.606262165,-0.298381903
252073.732,-268976.793018241,-259002.294930368,-149320.861073234,0.709774718,-0.605298183,-0.297825283
252673.732,-268550.633002059,-259365.184332233,-149499.389105679,0.710758388,-0.604332948,-0.297268057
253273.732,-268123.883291458,-259727.494218589,-149677.582620730,0.711740366,-0.603366465,-0.296710226
253873.732,-267696.544902027,-260089.223840350,-149855.441255658,0.712720650,-0.602398733,-0.296151790
254473.732,-267268.618850272,-260450.372449750,-150032.964648482,0.713699240,-0.601429757,-0.295592752
255073.732,-266840.106153610,-260810.939300346,-150210.152437970,0.714676133,-0.600459538,-0.295033113
255673.732,-266411.007830371,-261170.923647017,-150387.004263638,0.715651328,-0.599488078,-0.294472873
256273.732,-265981.324899797,-261530.324745965,-150563.519765750,0.716624824,-0.598515379,-0.293912034
256873.732,-265551.058382032,-261889.141854715,-150739.698585319,0.717596618,-0.597541444,-0.293350598
257473.732,-265120.209298129,-262247.374232114,-150915.540364108,0.718566711,-0.596566275,-0.292788565
258073.732,-264688.778670041,-262605.021138334,-151091.044744627,0.719535099,-0.595589874,-0.292225937
258673.732,-264256.767520624,-262962.081834870,-151266.211370137,0.720501782,-0.594612243,-0.291662715
259273.732,-263824.176873631,-263318.555584542,-151441.039884645,0.721466757,-0.593633385,-0.291098901
259873.732,-263391.007753712,-263674.441651492,-151615.529932911,0.722430024,-0.592653301,-0.290534495
260473.732,-262957.261186412,-264029.739301191,-151789.681160441,0.723391582,-0.591671994,-0.289969499
261073.732,-262522.938198165,-264384.447800430,-151963.493213491,0.724351427,-0.590689467,-0.289403913
261673.732,-262088.039816298,-264738.566417330,-152136.965739067,0.725309560,-0.589705720,-0.288837741
262273.732,-261652.567069025,-265092.094421335,-152310.098384924,0.726265978,-0.588720757,-0.288270981
262873.732,-261216.520985445,-265445.031083215,-152482.890799566,0.727220681,-0.587734580,-0.287703637
263473.732,-260779.902595541,-265797.375675067,-152655.342632247,0.728173666,-0.586747191,-0.287135708
264073.732,-260342.712930176,-266149.127470314,-152827.453532971,0.729124932,-0.585758592,-0.286567197
264673.732,-259904.953021094,-266500.285743707,-152999.223152491,0.730074478,-0.584768785,-0.285998104
265273.732,-259466.623900915,-266850.849771320,-153170.651142309,0.731022302,-0.583777773,-0.285428432
265873.732,-259027.726603135,-267200.818830560,-153341.737154678,0.731968403,-0.582785558,-0.284858180
266473.732,-258588.262162121,-267550.192200158,-153512.480842601,0.732912779,-0.581792141,-0.284287350
267073.732,-258148.231613112,-267898.969160174,-153682.881859829,0.733855430,-0.580797526,-0.283715944
267673.732,-257707.635992217,-268247.148991995,-153852.939860866,0.734796352,-0.579801714,-0.283143963
268273.732,-257266.476336408,-268594.730978337,-154022.654500962,0.735735546,-0.578804708,-0.282571408
268873.732,-256824.753683523,-268941.714403245,-154192.025436122,0.736673009,-0.577806510,-0.281998280
269473.732,-256382.469072264,-269288.098552093,-154361.052323096,0.737608740,-0.576807122,-0.281424581
270073.732,-255939.623542191,-269633.882711584,-154529.734819388,0.738542738,-0.575806546,-0.280850312
270673.732,-255496.218133722,-269979.066169749,-154698.072583250,0.739475001,-0.574804784,-0.280275473
271273.732,-255052.253888132,-270323.648215951,-154866.065273685,0.740405528,-0.573801839,-0.279700067
271873.732,-254607.731847550,-270667.628140881,-155033.712550447,0.741334317,-0.572797714,-0.279124094
272473.732,-254162.653054955,-271011.005236562,-155201.014074040,0.742261368,-0.571792409,-0.278547557
273073.732,-253717.018554178,-271353.778796346,-155367.969505718,0.743186678,-0.570785928,-0.277970455
273673.732,-253270.829389896,-271695.948114914,-155534.578507485,0.744110246,-0.569778272,-0.277392791
274273.732,-252824.086607632,-272037.512488283,-155700.840742096,0.745032071,-0.568769444,-0.276814565
274873.732,-252376.791253753,-272378.471213795,-155866.755873058,0.745952151,-0.567759446,-0.276235779
275473.732,-251928.944375465,-272718.823590128,-156032.323564627,0.746870485,-0.566748281,-0.275656434
276073.732,-251480.547020817,-273058.568917289,-156197.543481809,0.747787072,-0.565735949,-0.275076531
276673.732,-251031.600238691,-273397.706496618,-156362.415290362,0.748701910,-0.564722455,-0.274496072
277273.732,-250582.105078809,-273736.235630787,-156526.938656795,0.749614998,-0.563707799,-0.273915057
277873.732,-250132.062591722,-274074.155623799,-156691.113248367,0.750526334,-0.562691985,-0.273333489
278473.732,-249681.473828813,-274411.465780991,-156854.938733088,0.751435917,-0.561675013,-0.272751368
279073.732,-249230.339842295,-274748.165409032,-157018.414779718,0.752343746,-0.560656888,-0.272168696
279673.732,-248778.661685207,-275084.253815924,-157181.541057769,0.753249819,-0.559637610,-0.271585473
280273.732,-248326.440411413,-275419.730311002,-157344.317237504,0.754154134,-0.558617182,-0.271001701
280873.732,-247873.677075600,-275754.594204934,-157506.742989936,0.755056692,-0.557595607,-0.270417382
281473.732,-247420.372733276,-276088.844809723,-157668.817986829,0.755957489,-0.556572885,-0.269832517
282073.732,-246966.528440767,-276422.481438704,-157830.541900700,0.756856525,-0.555549021,-0.269247106
282673.732,-246512.145255216,-276755.503406547,-157991.914404814,0.757753799,-0.554524015,-0.268661151
283273.732,-246057.224234581,-277087.910029256,-158152.935173189,0.758649309,-0.553497871,-0.268074653
283873.732,-245601.766437631,-277419.700624169,-158313.603880594,0.759543053,-0.552470590,-0.267487614
284473.732,-245145.772923948,-277750.874509959,-158473.920202548,0.760435031,-0.551442174,-0.266900035
285073.732,-244689.244753921,-278081.431006633,-158633.883815322,0.761325241,-0.550412626,-0.266311917
285673.732,-244232.182988746,-278411.369435535,-158793.494395939,0.762213681,-0.549381949,-0.265723262
286273.732,-243774.588690422,-278740.689119341,-158952.751622170,0.763100351,-0.548350143,-0.265134070
286873.732,-243316.462921754,-279069.389382065,-159111.655172542,0.763985249,-0.547317212,-0.264544342
287473.732,-242857.806746343,-279397.469549055,-159270.204726329,0.764868373,-0.546283158,-0.263954081
288073.732,-242398.621228592,-279724.928946997,-159428.399963558,0.765749723,-0.545247982,-0.263363287
288673.732,-241938.907433699,-280051.766903909,-159586.240565007,0.766629297,-0.544211688,-0.262771962
289273.732,-241478.666427656,-280377.982749148,-159743.726212206,0.767507093,-0.543174277,-0.262180107
289873.732,-241017.899277248,-280703.575813407,-159900.856587436,0.768383111,-0.542135752,-0.261587723
290473.732,-240556.607050051,-281028.545428714,-160057.631373728,0.769257349,-0.541096114,-0.260994811
291073.732,-240094.790814428,-281352.890928437,-160214.050254866,0.770129806,-0.540055367,-0.260401372
291673.732,-239632.451639531,-281676.611647275,-160370.112915384,0.771000480,-0.539013512,-0.259807409
292273.732,-239169.590595292,-281999.706921270,-160525.819040568,0.771869370,-0.537970551,-0.259212921
292873.732,-238706.208752430,-282322.176087798,-160681.168316457,0.772736475,-0.536926487,-0.258617911
293473.732,-238242.307182442,-282644.018485571,-160836.160429838,0.773601794,-0.535881322,-0.258022380
294073.732,-237777.886957605,-282965.233454643,-160990.795068252,0.774465324,-0.534835058,-0.257426328
294673.732,-237312.949150970,-283285.820336401,-161145.071919990,0.775327066,-0.533787698,-0.256829758
295273.732,-236847.494836366,-283605.778473572,-161298.990674095,0.776187017,-0.532739244,-0.256232670
295873.732,-236381.525088392,-283925.107210221,-161452.551020363,0.777045177,-0.531689697,-0.255635065
296473.732,-235915.040982418,-284243.805891750,-161605.752649337,0.777901544,-0.530639060,-0.255036946
297073.732,-235448.043594583,-284561.873864901,-161758.595252317,0.778756116,-0.529587336,-0.254438312
297673.732,-234980.534001794,-284879.310477753,-161911.078521349,0.779608894,-0.528534526,-0.253839166
298273.732,-234512.513281720,-285196.115079724,-162063.202149235,0.780459874,-0.527480633,-0.253239509
298873.732,-234043.982512795,-285512.287021570,-162214.965829525,0.781309056,-0.526425660,-0.252639341
299473.732,-233574.942774213,-285827.825655388,-162366.369256524,0.782156439,-0.525369607,-0.252038664
300073.732,-233105.395145926,-286142.730334611,-162517.412125284,0.783002022,-0.524312478,-0.251437480
300673.732,-232635.340708645,-286457.000414014,-162668.094131612,0.783845802,-0.523254275,-0.250835790
301273.732,-232164.780543834,-286770.635249710,-162818.414972066,0.784687780,-0.522194999,-0.250233594
301873.732,-231693.715733711,-287083.634199150,-162968.374343953,0.785527953,-0.521134654,-0.249630895
302473.732,-231222.147361245,-287395.996621128,-163117.971945334,0.786366321,-0.520073241,-0.249027693
303073.732,-230750.076510155,-287707.721875774,-163267.207475020,0.787202882,-0.519010763,-0.248423989
303673.732,-230277.504264904,-288018.809324561,-163416.080632575,0.788037634,-0.517947222,-0.247819786
304273.732,-229804.431710705,-288329.258330300,-163564.591118312,0.788870578,-0.516882620,-0.247215084
304873.732,-229330.859933511,-288639.068257143,-163712.738633297,0.789701711,-0.515816960,-0.246609884
305473.732,-228856.790020018,-288948.238470581,-163860.522879348,0.790531032,-0.514750243,-0.246004187
306073.732,-228382.223057660,-289256.768337447,-164007.943559032,0.791358540,-0.513682471,-0.245397996
306673.732,-227907.160134611,-289564.657225915,-164155.000375671,0.792184234,-0.512613648,-0.244791311
307273.732,-227431.602339779,-289871.904505497,-164301.693033335,0.793008113,-0.511543776,-0.244184133
307873.732,-226955.550762806,-290178.509547047,-164448.021236846,0.793830174,-0.510472855,-0.243576464
308473.732,-226479.006494066,-290484.471722761,-164593.984691780,0.794650418,-0.509400890,-0.242968304
309073.732,-226001.970624664,-290789.790406175,-164739.583104460,0.795468843,-0.508327881,-0.242359656
309673.732,-225524.444246431,-291094.464972166,-164884.816181965,0.796285448,-0.507253832,-0.241750521
310273.732,-225046.428451927,-291398.494796952,-165029.683632121,0.797100230,-0.506178744,-0.241140899
310873.732,-224567.924334434,-291701.879258093,-165174.185163508,0.797913191,-0.505102620,-0.240530792
311473.732,-224088.932987958,-292004.617734490,-165318.320485457,0.798724327,-0.504025462,-0.239920201
312073.732,-223609.455507224,-292306.709606386,-165462.089308049,0.799533638,-0.502947272,-0.239309127
312673.732,-223129.492987677,-292608.154255366,-165605.491342118,0.800341123,-0.501868053,-0.238697573
313273.732,-222649.046525478,-292908.951064355,-165748.526299248,0.801146780,-0.500787806,-0.238085538
313873.732,-222168.117217504,-293209.099417622,-165891.193891774,0.801950608,-0.499706534,-0.237473024
314473.732,-221686.706161343,-293508.598700776,-166033.493832783,0.802752607,-0.498624239,-0.236860033
315073.732,-221204.814455297,-293807.448300770,-166175.425836113,0.803552775,-0.497540924,-0.236246565
315673.732,-220722.443198375,-294105.647605898,-166316.989616354,0.804351110,-0.496456590,-0.235632623
316273.732,-220239.593490294,-294403.196005797,-166458.184888844,0.805147612,-0.495371240,-0.235018207
316873.732,-219756.266431477,-294700.092891446,-166599.011369676,0.805942279,-0.494284876,-0.234403318
317473.732,-219272.463123050,-294996.337655167,-166739.468775692,0.806735110,-0.493197501,-0.233787957
318073.732,-218788.184666843,-295291.929690622,-166879.556824486,0.807526104,-0.492109116,-0.233172127
318673.732,-218303.432165384,-295586.868392820,-167019.275234401,0.808315261,-0.491019724,-0.232555828
319273.732,-217818.206721898,-295881.153158110,-167158.623724534,0.809102578,-0.489929327,-0.231939061
319873.732,-217332.509440310,-296174.783384184,-167297.602014731,0.809888054,-0.488837927,-0.231321828
320473.732,-216846.341425236,-296467.758470077,-167436.209825590,0.810671689,-0.487745526,-0.230704130
321073.732,-216359.703781987,-296760.077816169,-167574.446878459,0.811453481,-0.486652128,-0.230085969
321673.732,-215872.597616564,-297051.740824180,-167712.312895437,0.812233429,-0.485557733,-0.229467344
322273.732,-215385.024035657,-297342.746897175,-167849.807599374,0.813011533,-0.484462345,-0.228848259
322873.732,-214896.984146642,-297633.095439563,-167986.930713873,0.813787790,-0.483365965,-0.228228713
323473.732,-214408.479057583,-297922.785857095,-168123.681963284,0.814562199,-0.482268596,-0.227608709
324073.732,-213919.509877225,-298211.817556865,-168260.061072710,0.815334760,-0.481170239,-0.226988247
324673.732,-213430.077714996,-298500.189947312,-168396.067768005,0.816105472,-0.480070898,-0.226367328
325273.732,-212940.183681003,-298787.902438219,-168531.701775774,0.816874333,-0.478970575,-0.225745955
325873.732,-212449.828886032,-299074.954440710,-168666.962823370,0.817641342,-0.477869271,-0.225124128
326473.732,-211959.014441546,-299361.345367256,-168801.850638901,0.818406498,-0.476766988,-0.224501848
327073.732,-211467.741459679,-299647.074631670,-168936.364951221,0.819169799,-0.475663730,-0.223879118
327673.732,-210976.011053242,-299932.141649110,-169070.505489939,0.819931246,-0.474559499,-0.223255937
328273.732,-210483.824335715,-300216.545836075,-169204.271985411,0.820690836,-0.473454296,-0.222632307
328873.732,-209991.182421245,-300500.286610413,-169337.664168745,0.821448569,-0.472348124,-0.222008230
329473.732,-209498.086424649,-300783.363391312,-169470.681771801,0.822204443,-0.471240985,-0.221383706
330073.732,-209004.537461410,-301065.775599306,-169603.324527186,0.822958458,-0.470132881,-0.220758738
330673.732,-208510.536647672,-301347.522656273,-169735.592168261,0.823710611,-0.469023815,-0.220133325
331273.732,-208016.085100242,-301628.603985436,-169867.484429136,0.824460903,-0.467913789,-0.219507471
331873.732,-207521.183936588,-301909.019011360,-169999.001044670,0.825209332,-0.466802805,-0.218881174
332473.732,-207025.834274836,-302188.767159958,-170130.141750474,0.825955897,-0.465690865,-0.218254438
333073.732,-206530.037233768,-302467.847858485,-170260.906282908,0.826700596,-0.464577972,-0.217627263
333673.732,-206033.793932821,-302746.260535541,-170391.294379085,0.827443429,-0.463464127,-0.216999651
334273.732,-205537.105492085,-303024.004621072,-170521.305776866,0.828184395,-0.462349333,-0.216371602
