time_sec,utc,orion_x_km,orion_y_km,orion_z_km,orion_vx_km_s,orion_vy_km_s,orion_vz_km_s,moon_x_km,moon_y_km,moon_z_km,phase,event,source
98041.933,2026-04-03T05:11:39.017000Z,-52993.766519307,-49792.994898739,-27927.928027709,-1.205469791957,-2.325989442747,-1.279074587476,,,,TransLunarCoast,None,NASA_AROW_OEM
98281.933,2026-04-03T05:15:39.017000Z,-53281.801277621,-50350.028774395,-28234.230904772,-1.194855220441,-2.315983318755,-1.273462938090,,,,TransLunarCoast,None,NASA_AROW_OEM
98521.933,2026-04-03T05:19:39.017000Z,-53567.313722648,-50904.678169378,-28539.196658105,-1.184449378314,-2.306118169580,-1.267931542681,,,,TransLunarCoast,None,NASA_AROW_OEM
98761.933,2026-04-03T05:23:39.017000Z,-53850.353143459,-51456.976490160,-28842.844301820,-1.174245598978,-2.296390454152,-1.262478356730,,,,TransLunarCoast,None,NASA_AROW_OEM
99001.933,2026-04-03T05:27:39.017000Z,-54130.967264415,-52006.956308458,-29145.192368203,-1.164237507018,-2.286796756294,-1.257101408957,,,,TransLunarCoast,None,NASA_AROW_OEM
99241.933,2026-04-03T05:31:39.017000Z,-54409.202313104,-52554.649390533,-29446.258924886,-1.154419002178,-2.277333779140,-1.251798797989,,,,TransLunarCoast,None,NASA_AROW_OEM
99481.933,2026-04-03T05:35:39.017000Z,-54685.103084568,-53100.086725183,-29746.061591242,-1.144784244394,-2.267998339841,-1.246568689198,,,,TransLunarCoast,None,NASA_AROW_OEM
99721.933,2026-04-03T05:39:39.017000Z,-54958.713002048,-53643.298550501,-30044.617554044,-1.135327639811,-2.258787364565,-1.241409311727,,,,TransLunarCoast,None,NASA_AROW_OEM
99961.933,2026-04-03T05:43:39.017000Z,-55230.074174486,-54184.314379465,-30341.943582428,-1.126043827694,-2.249697883743,-1.236318955658,,,,TransLunarCoast,None,NASA_AROW_OEM
100201.933,2026-04-03T05:47:39.017000Z,-55499.227450991,-54723.163024416,-30638.056042192,-1.116927668179,-2.240727027577,-1.231295969346,,,,TransLunarCoast,None,NASA_AROW_OEM
100441.933,2026-04-03T05:51:39.017000Z,-55766.212472454,-55259.872620487,-30932.970909479,-1.107974230799,-2.231872021771,-1.226338756880,,,,TransLunarCoast,None,NASA_AROW_OEM
100681.933,2026-04-03T05:55:39.017000Z,-56031.067720496,-55794.470648034,-31226.703783860,-1.099178783722,-2.223130183486,-1.221445775689,,,,TransLunarCoast,None,NASA_AROW_OEM
100921.933,2026-04-03T05:59:39.017000Z,-56293.830563923,-56326.983954120,-31519.269900861,-1.090536783652,-2.214498917499,-1.216615534262,,,,TransLunarCoast,None,NASA_AROW_OEM
101161.933,2026-04-03T06:03:39.017000Z,-56554.537302817,-56857.438773102,-31810.684143954,-1.082043866355,-2.205975712554,-1.211846589993,,,,TransLunarCoast,None,NASA_AROW_OEM
101401.933,2026-04-03T06:07:39.017000Z,-56813.223210438,-57385.860746363,-32100.961056050,-1.073695837750,-2.197558137895,-1.207137547128,,,,TransLunarCoast,None,NASA_AROW_OEM
101641.933,2026-04-03T06:11:39.017000Z,-57069.922573038,-57912.274941233,-32390.114850506,-1.065488665535,-2.189243839978,-1.202487054826,,,,TransLunarCoast,None,NASA_AROW_OEM
101881.933,2026-04-03T06:15:39.017000Z,-57324.668727743,-58436.705869145,-32678.159421679,-1.057418471309,-2.181030539337,-1.197893805304,,,,TransLunarCoast,None,NASA_AROW_OEM
102121.933,2026-04-03T06:19:39.017000Z,-57577.494098581,-58959.177503046,-32965.108355050,-1.049481523155,-2.172916027604,-1.193356532086,,,,TransLunarCoast,None,NASA_AROW_OEM
102361.933,2026-04-03T06:23:39.017000Z,-57828.430230795,-59479.713294124,-33250.974936936,-1.041674228652,-2.164898164677,-1.188874008333,,,,TransLunarCoast,None,NASA_AROW_OEM
102601.933,2026-04-03T06:27:39.017000Z,-58077.507823527,-59998.336187865,-33535.772163806,-1.033993128290,-2.156974876024,-1.184445045251,,,,TransLunarCoast,None,NASA_AROW_OEM
102841.933,2026-04-03T06:31:39.017000Z,-58324.756760959,-60515.068639474,-33819.512751236,-1.026434889257,-2.149144150109,-1.180068490585,,,,TransLunarCoast,None,NASA_AROW_OEM
103081.933,2026-04-03T06:35:39.017000Z,-58570.206142011,-61029.932628702,-34102.209142498,-1.018996299575,-2.141404035947,-1.175743227177,,,,TransLunarCoast,None,NASA_AROW_OEM
103321.933,2026-04-03T06:39:39.017000Z,-58813.884308675,-61542.949674098,-34383.873516821,-1.011674262566,-2.133752640770,-1.171468171598,,,,TransLunarCoast,None,NASA_AROW_OEM
103561.933,2026-04-03T06:43:39.017000Z,-59055.818873048,-62054.140846705,-34664.517797327,-1.004465791621,-2.126188127806,-1.167242272841,,,,TransLunarCoast,None,NASA_AROW_OEM
103801.933,2026-04-03T06:47:39.017000Z,-59296.036743151,-62563.526783251,-34944.153658664,-0.997368005251,-2.118708714149,-1.163064511076,,,,TransLunarCoast,None,NASA_AROW_OEM
104041.933,2026-04-03T06:51:39.017000Z,-59534.564147595,-63071.127698824,-35222.792534339,-0.990378122413,-2.111312668744,-1.158933896466,,,,TransLunarCoast,None,NASA_AROW_OEM
104281.933,2026-04-03T06:55:39.017000Z,-59771.426659145,-63576.963399088,-35500.445623788,-0.983493458080,-2.103998310447,-1.154849468036,,,,TransLunarCoast,None,NASA_AROW_OEM
104521.933,2026-04-03T06:59:39.017000Z,-60006.649217263,-64081.053292038,-35777.123899163,-0.976711419050,-2.096764006183,-1.150810292587,,,,TransLunarCoast,None,NASA_AROW_OEM
104761.933,2026-04-03T07:03:39.017000Z,-60240.256149662,-64583.416399318,-36052.838111883,-0.970029499976,-2.089608169183,-1.146815463671,,,,TransLunarCoast,None,NASA_AROW_OEM
105001.933,2026-04-03T07:07:39.017000Z,-60472.271192932,-65084.071367140,-36327.598798927,-0.963445279594,-2.082529257298,-1.142864100606,,,,TransLunarCoast,None,NASA_AROW_OEM
105241.933,2026-04-03T07:11:39.017000Z,-60702.717512297,-65583.036476789,-36601.416288910,-0.956956417164,-2.075525771388,-1.138955347532,,,,TransLunarCoast,None,NASA_AROW_OEM
105481.933,2026-04-03T07:15:39.017000Z,-60931.617720521,-66080.329654764,-36874.300707926,-0.950560649068,-2.068596253785,-1.135088372513,,,,TransLunarCoast,None,NASA_AROW_OEM
105721.933,2026-04-03T07:19:39.017000Z,-61158.993896032,-66575.968482554,-37146.261985192,-0.944255785608,-2.061739286818,-1.131262366681,,,,TransLunarCoast,None,NASA_AROW_OEM
105961.933,2026-04-03T07:23:39.017000Z,-61384.867600295,-67069.970206062,-37417.309858480,-0.938039707940,-2.054953491401,-1.127476543408,,,,TransLunarCoast,None,NASA_AROW_OEM
106201.933,2026-04-03T07:27:39.017000Z,-61609.259894462,-67562.351744707,-37687.453879363,-0.931910365179,-2.048237525688,-1.123730137524,,,,TransLunarCoast,None,NASA_AROW_OEM
106441.933,2026-04-03T07:31:39.017000Z,-61832.191355351,-68053.129700203,-37956.703418272,-0.925865771633,-2.041590083776,-1.120022404563,,,,TransLunarCoast,None,NASA_AROW_OEM
106681.933,2026-04-03T07:35:39.017000Z,-62053.682090774,-68542.320365039,-38225.067669378,-0.919904004189,-2.035009894472,-1.116352620044,,,,TransLunarCoast,None,NASA_AROW_OEM
106921.933,2026-04-03T07:39:39.017000Z,-62273.751754253,-69029.939730658,-38492.555655304,-0.914023199803,-2.028495720102,-1.112720078776,,,,TransLunarCoast,None,NASA_AROW_OEM
107161.933,2026-04-03T07:43:39.017000Z,-62492.419559149,-69516.003495376,-38759.176231678,-0.908221553137,-2.022046355379,-1.109124094202,,,,TransLunarCoast,None,NASA_AROW_OEM
107401.933,2026-04-03T07:47:39.017000Z,-62709.704292241,-70000.527072012,-39024.938091525,-0.902497314285,-2.015660626307,-1.105563997764,,,,TransLunarCoast,None,NASA_AROW_OEM
107641.933,2026-04-03T07:51:39.017000Z,-62925.624326764,-70483.525595278,-39289.849769517,-0.896848786621,-2.009337389142,-1.102039138293,,,,TransLunarCoast,None,NASA_AROW_OEM
107881.933,2026-04-03T07:55:39.017000Z,-63140.197634951,-70965.013928917,-39553.919646071,-0.891274324745,-2.003075529383,-1.098548881429,,,,TransLunarCoast,None,NASA_AROW_OEM
108121.933,2026-04-03T07:59:39.017000Z,-63353.441800088,-71445.006672604,-39817.155951321,-0.885772332522,-1.996873960814,-1.095092609064,,,,TransLunarCoast,None,NASA_AROW_OEM
108361.933,2026-04-03T08:03:39.017000Z,-63565.374028113,-71923.518168623,-40079.566768949,-0.880341261214,-1.990731624576,-1.091669718799,,,,TransLunarCoast,None,NASA_AROW_OEM
108601.933,2026-04-03T08:07:39.017000Z,-63776.011158776,-72400.562508328,-40341.160039898,-0.874979607693,-1.984647488284,-1.088279623438,,,,TransLunarCoast,None,NASA_AROW_OEM
108841.933,2026-04-03T08:11:39.017000Z,-63985.369676379,-72876.153538388,-40601.943565954,-0.869685912743,-1.978620545170,-1.084921750487,,,,TransLunarCoast,None,NASA_AROW_OEM
109081.933,2026-04-03T08:15:39.017000Z,-64193.465720116,-73350.304866842,-40861.925013227,-0.864458759433,-1.972649813265,-1.081595541684,,,,TransLunarCoast,None,NASA_AROW_OEM
109321.933,2026-04-03T08:19:39.017000Z,-64400.315094037,-73823.029868954,-41121.111915500,-0.859296771562,-1.966734334616,-1.078300452539,,,,TransLunarCoast,None,NASA_AROW_OEM
109561.933,2026-04-03T08:23:39.017000Z,-64605.933276643,-74294.341692882,-41379.511677491,-0.854198612174,-1.960873174522,-1.075035951900,,,,TransLunarCoast,None,NASA_AROW_OEM
109801.933,2026-04-03T08:27:39.017000Z,-64810.335430132,-74764.253265177,-41637.131578000,-0.849162982143,-1.955065420814,-1.071801521527,,,,TransLunarCoast,None,NASA_AROW_OEM
110041.933,2026-04-03T08:31:39.017000Z,-65013.536409314,-75232.777296100,-41893.978772955,-0.844188618814,-1.949310183147,-1.068596655694,,,,TransLunarCoast,None,NASA_AROW_OEM
110281.933,2026-04-03T08:35:39.017000Z,-65215.550770209,-75699.926284781,-42150.060298376,-0.839274294700,-1.943606592334,-1.065420860791,,,,TransLunarCoast,None,NASA_AROW_OEM
110521.933,2026-04-03T08:39:39.017000Z,-65416.392778336,-76165.712524221,-42405.383073230,-0.834418816247,-1.937953799693,-1.062273654956,,,,TransLunarCoast,None,NASA_AROW_OEM
110761.933,2026-04-03T08:43:39.017000Z,-65616.076416711,-76630.148106132,-42659.953902212,-0.829621022641,-1.932350976424,-1.059154567712,,,,TransLunarCoast,None,NASA_AROW_OEM
111001.933,2026-04-03T08:47:39.017000Z,-65814.615393572,-77093.244925643,-42913.779478435,-0.824879784666,-1.926797313008,-1.056063139618,,,,TransLunarCoast,None,NASA_AROW_OEM
111241.933,2026-04-03T08:51:39.017000Z,-66012.023149826,-77555.014685851,-43166.866386035,-0.820194003617,-1.921292018630,-1.052998921939,,,,TransLunarCoast,None,NASA_AROW_OEM
111481.933,2026-04-03T08:55:39.017000Z,-66208.312866248,-78015.468902247,-43419.221102704,-0.815562610254,-1.915834320617,-1.049961476320,,,,TransLunarCoast,None,NASA_AROW_OEM
111721.933,2026-04-03T08:59:39.017000Z,-66403.497470427,-78474.618907006,-43670.850002144,-0.810984563794,-1.910423463907,-1.046950374479,,,,TransLunarCoast,None,NASA_AROW_OEM
111961.933,2026-04-03T09:03:39.017000Z,-66597.589643488,-78932.475853145,-43921.759356450,-0.806458850959,-1.905058710526,-1.043965197905,,,,TransLunarCoast,None,NASA_AROW_OEM
112201.933,2026-04-03T09:07:39.017000Z,-66790.601826572,-79389.050718571,-44171.955338414,-0.801984485043,-1.899739339089,-1.041005537574,,,,TransLunarCoast,None,NASA_AROW_OEM
112441.933,2026-04-03T09:11:39.017000Z,-66982.546227115,-79844.354309999,-44421.444023775,-0.797560505037,-1.894464644321,-1.038070993668,,,,TransLunarCoast,None,NASA_AROW_OEM
112681.933,2026-04-03T09:15:39.017000Z,-67173.434824905,-80298.397266767,-44670.231393395,-0.793185974773,-1.889233936591,-1.035161175310,,,,TransLunarCoast,None,NASA_AROW_OEM
112921.933,2026-04-03T09:19:39.017000Z,-67363.279377952,-80751.190064532,-44918.323335370,-0.788859982113,-1.884046541463,-1.032275700301,,,,TransLunarCoast,None,NASA_AROW_OEM
113161.933,2026-04-03T09:23:39.017000Z,-67552.091428156,-81202.743018866,-45165.725647085,-0.784581638163,-1.878901799266,-1.029414194879,,,,TransLunarCoast,None,NASA_AROW_OEM
113401.933,2026-04-03T09:27:39.017000Z,-67739.882306798,-81653.066288750,-45412.444037212,-0.780350076525,-1.873799064672,-1.026576293471,,,,TransLunarCoast,None,NASA_AROW_OEM
113641.933,2026-04-03T09:31:39.017000Z,-67926.663139847,-82102.169879969,-45658.484127643,-0.776164452568,-1.868737706298,-1.023761638464,,,,TransLunarCoast,None,NASA_AROW_OEM
113881.933,2026-04-03T09:35:39.017000Z,-68112.444853106,-82550.063648409,-45903.851455376,-0.772023942739,-1.863717106313,-1.020969879982,,,,TransLunarCoast,None,NASA_AROW_OEM
114121.933,2026-04-03T09:39:39.017000Z,-68297.238177187,-82996.757303264,-46148.551474348,-0.767927743894,-1.858736660064,-1.018200675668,,,,TransLunarCoast,None,NASA_AROW_OEM
114361.933,2026-04-03T09:43:39.017000Z,-68481.053652332,-83442.260410158,-46392.589557208,-0.763875072652,-1.853795775712,-1.015453690474,,,,TransLunarCoast,None,NASA_AROW_OEM
114601.933,2026-04-03T09:47:39.017000Z,-68663.901633081,-83886.582394176,-46635.970997052,-0.759865164784,-1.848893873881,-1.012728596465,,,,TransLunarCoast,None,NASA_AROW_OEM
114841.933,2026-04-03T09:51:39.017000Z,-68845.792292796,-84329.732542811,-46878.701009106,-0.755897274611,-1.844030387319,-1.010025072616,,,,TransLunarCoast,None,NASA_AROW_OEM
115081.933,2026-04-03T09:55:39.017000Z,-69026.735628047,-84771.720008843,-47120.784732359,-0.751970674436,-1.839204760568,-1.007342804628,,,,TransLunarCoast,None,NASA_AROW_OEM
115321.933,2026-04-03T09:59:39.017000Z,-69206.741462859,-85212.553813121,-47362.227231159,-0.748084653995,-1.834416449650,-1.004681484748,,,,TransLunarCoast,None,NASA_AROW_OEM
115561.933,2026-04-03T10:03:39.017000Z,-69385.819452831,-85652.242847288,-47603.033496759,-0.744238519921,-1.829664921758,-1.002040811586,,,,TransLunarCoast,None,NASA_AROW_OEM
115801.933,2026-04-03T10:07:39.017000Z,-69563.979089130,-86090.795876424,-47843.208448826,-0.740431595239,-1.824949654960,-0.999420489951,,,,TransLunarCoast,None,NASA_AROW_OEM
116041.933,2026-04-03T10:11:39.017000Z,-69741.229702369,-86528.221541622,-48082.756936909,-0.736663218867,-1.820270137912,-0.996820230683,,,,TransLunarCoast,None,NASA_AROW_OEM
116281.933,2026-04-03T10:15:39.017000Z,-69917.580466359,-86964.528362493,-48321.683741865,-0.732932745151,-1.815625869580,-0.994239750495,,,,TransLunarCoast,None,NASA_AROW_OEM
116521.933,2026-04-03T10:19:39.017000Z,-70093.040401760,-87399.724739612,-48559.993577252,-0.729239543397,-1.811016358969,-0.991678771816,,,,TransLunarCoast,None,NASA_AROW_OEM
116761.933,2026-04-03T10:23:39.017000Z,-70267.618379616,-87833.818956893,-48797.691090683,-0.725582997438,-1.806441124868,-0.989137022647,,,,TransLunarCoast,None,NASA_AROW_OEM
117001.933,2026-04-03T10:27:39.017000Z,-70441.323124792,-88266.819183909,-49034.780865144,-0.721962505208,-1.801899695590,-0.986614236410,,,,TransLunarCoast,None,NASA_AROW_OEM
117241.933,2026-04-03T10:31:39.017000Z,-70614.163219308,-88698.733478146,-49271.267420278,-0.718377478327,-1.797391608737,-0.984110151813,,,,TransLunarCoast,None,NASA_AROW_OEM
117481.933,2026-04-03T10:35:39.017000Z,-70786.147105575,-89129.569787205,-49507.155213640,-0.714827341710,-1.792916410954,-0.981624512712,,,,TransLunarCoast,None,NASA_AROW_OEM
117721.933,2026-04-03T10:39:39.017000Z,-70957.283089542,-89559.335950944,-49742.448641916,-0.711311533184,-1.788473657708,-0.979157067979,,,,TransLunarCoast,None,NASA_AROW_OEM
117961.933,2026-04-03T10:43:39.017000Z,-71127.579343748,-89988.039703570,-49977.152042108,-0.707829503119,-1.784062913060,-0.976707571378,,,,TransLunarCoast,None,NASA_AROW_OEM
118201.933,2026-04-03T10:47:39.017000Z,-71297.043910289,-90415.688675674,-50211.269692698,-0.704380714073,-1.779683749454,-0.974275781439,,,,TransLunarCoast,None,NASA_AROW_OEM
118441.933,2026-04-03T10:51:39.017000Z,-71465.684703706,-90842.290396219,-50444.805814774,-0.700964640447,-1.775335747505,-0.971861461338,,,,TransLunarCoast,None,NASA_AROW_OEM
118681.933,2026-04-03T10:55:39.017000Z,-71633.509513780,-91267.852294476,-50677.764573132,-0.697580768154,-1.771018495800,-0.969464378784,,,,TransLunarCoast,None,NASA_AROW_OEM
118921.933,2026-04-03T10:59:39.017000Z,-71800.526008265,-91692.381701911,-50910.150077352,-0.694228594298,-1.766731590697,-0.967084305904,,,,TransLunarCoast,None,NASA_AROW_OEM
119161.933,2026-04-03T11:03:39.017000Z,-71966.741735529,-92115.885854034,-51141.966382844,-0.690907626866,-1.762474636141,-0.964721019137,,,,TransLunarCoast,None,NASA_AROW_OEM
119401.933,2026-04-03T11:07:39.017000Z,-72132.164127133,-92538.371892191,-51373.217491867,-0.687617384426,-1.758247243475,-0.962374299124,,,,TransLunarCoast,None,NASA_AROW_OEM
119641.933,2026-04-03T11:11:39.017000Z,-72296.800500335,-92959.846865320,-51603.907354533,-0.684357395838,-1.754049031262,-0.960043930611,,,,TransLunarCoast,None,NASA_AROW_OEM
119881.933,2026-04-03T11:15:39.017000Z,-72460.658060527,-93380.317731663,-51834.039869770,-0.681127199975,-1.749879625110,-0.957729702346,,,,TransLunarCoast,None,NASA_AROW_OEM
120121.933,2026-04-03T11:19:39.017000Z,-72623.743903605,-93799.791360438,-52063.618886281,-0.677926345452,-1.745738657507,-0.955431406981,,,,TransLunarCoast,None,NASA_AROW_OEM
120361.933,2026-04-03T11:23:39.017000Z,-72786.065018275,-94218.274533469,-52292.648203460,-0.674754390365,-1.741625767654,-0.953148840983,,,,TransLunarCoast,None,NASA_AROW_OEM
120601.933,2026-04-03T11:27:39.017000Z,-72947.628288297,-94635.773946776,-52521.131572307,-0.671610902036,-1.737540601308,-0.950881804543,,,,TransLunarCoast,None,NASA_AROW_OEM
120841.933,2026-04-03T11:31:39.017000Z,-73108.440494674,-95052.296212133,-52749.072696302,-0.668495456769,-1.733482810624,-0.948630101481,,,,TransLunarCoast,None,NASA_AROW_OEM
121081.933,2026-04-03T11:35:39.017000Z,-73268.508317772,-95467.847858585,-52976.475232269,-0.665407639612,-1.729452054010,-0.946393539170,,,,TransLunarCoast,None,NASA_AROW_OEM
121321.933,2026-04-03T11:39:39.017000Z,-73427.838339399,-95882.435333929,-53203.342791221,-0.662347044129,-1.725447995980,-0.944171928444,,,,TransLunarCoast,None,NASA_AROW_OEM
121561.933,2026-04-03T11:43:39.017000Z,-73586.437044815,-96296.065006164,-53429.678939178,-0.659313272175,-1.721470307009,-0.941965083523,,,,TransLunarCoast,None,NASA_AROW_OEM
121801.933,2026-04-03T11:47:39.017000Z,-73744.310824699,-96708.743164907,-53655.487197970,-0.656305933685,-1.717518663401,-0.939772821934,,,,TransLunarCoast,None,NASA_AROW_OEM
122041.933,2026-04-03T11:51:39.017000Z,-73901.465977064,-97120.476022770,-53880.771046025,-0.653324646460,-1.713592747151,-0.937594964430,,,,TransLunarCoast,None,NASA_AROW_OEM
122281.933,2026-04-03T11:55:39.017000Z,-74057.908709119,-97531.269716718,-54105.533919128,-0.650369035969,-1.709692245818,-0.935431334923,,,,TransLunarCoast,None,NASA_AROW_OEM
122521.933,2026-04-03T11:59:39.017000Z,-74213.645139084,-97941.130309382,-54329.779211179,-0.647438735152,-1.705816852397,-0.933281760407,,,,TransLunarCoast,None,NASA_AROW_OEM
122761.933,2026-04-03T12:03:39.017000Z,-74368.681297964,-98350.063790352,-54553.510274916,-0.644533384229,-1.701966265198,-0.931146070889,,,,TransLunarCoast,None,NASA_AROW_OEM
123001.933,2026-04-03T12:07:39.017000Z,-74523.023131273,-98758.076077441,-54776.730422634,-0.641652630520,-1.698140187725,-0.929024099320,,,,TransLunarCoast,None,NASA_AROW_OEM
123241.933,2026-04-03T12:11:39.017000Z,-74676.676500712,-99165.173017912,-54999.442926885,-0.638796128262,-1.694338328562,-0.926915681534,,,,TransLunarCoast,None,NASA_AROW_OEM
123481.933,2026-04-03T12:15:39.017000Z,-74829.647185816,-99571.360389687,-55221.651021157,-0.635963538440,-1.690560401257,-0.924820656176,,,,TransLunarCoast,None,NASA_AROW_OEM
123721.933,2026-04-03T12:19:39.017000Z,-74981.940885546,-99976.643902524,-55443.357900548,-0.633154528617,-1.686806124216,-0.922738864646,,,,TransLunarCoast,None,NASA_AROW_OEM
123961.933,2026-04-03T12:23:39.017000Z,-75133.563219853,-100381.029199171,-55664.566722414,-0.630368772771,-1.683075220594,-0.920670151032,,,,TransLunarCoast,None,NASA_AROW_OEM
124201.933,2026-04-03T12:27:39.017000Z,-75284.519731197,-100784.521856494,-55885.280607008,-0.627605951142,-1.679367418191,-0.918614362059,,,,TransLunarCoast,None,NASA_AROW_OEM
124441.933,2026-04-03T12:31:39.017000Z,-75434.815886030,-101187.127386577,-56105.502638110,-0.624865750073,-1.675682449352,-0.916571347021,,,,TransLunarCoast,None,NASA_AROW_OEM
124681.933,2026-04-03T12:35:39.017000Z,-75584.457076246,-101588.851237800,-56325.235863632,-0.622147861865,-1.672020050868,-0.914540957734,,,,TransLunarCoast,None,NASA_AROW_OEM
124921.933,2026-04-03T12:39:39.017000Z,-75733.448620589,-101989.698795901,-56544.483296218,-0.619451984633,-1.668379963878,-0.912523048477,,,,TransLunarCoast,None,NASA_AROW_OEM
125161.933,2026-04-03T12:43:39.017000Z,-75881.795766036,-102389.675385002,-56763.247913832,-0.616777822163,-1.664761933782,-0.910517475939,,,,TransLunarCoast,None,NASA_AROW_OEM
125401.933,2026-04-03T12:47:39.017000Z,-76029.503689140,-102788.786268622,-56981.532660324,-0.614125083782,-1.661165710142,-0.908524099168,,,,TransLunarCoast,None,NASA_AROW_OEM
125641.933,2026-04-03T12:51:39.017000Z,-76176.577497342,-103187.036650668,-57199.340445996,-0.611493484220,-1.657591046600,-0.906542779522,,,,TransLunarCoast,None,NASA_AROW_OEM
125881.933,2026-04-03T12:55:39.017000Z,-76323.022230257,-103584.431676398,-57416.674148148,-0.608882743485,-1.654037700787,-0.904573380617,,,,TransLunarCoast,None,NASA_AROW_OEM
126121.933,2026-04-03T12:59:39.017000Z,-76468.842860921,-103980.976433377,-57633.536611612,-0.606292586740,-1.650505434245,-0.902615768280,,,,TransLunarCoast,None,NASA_AROW_OEM
126361.933,2026-04-03T13:03:39.017000Z,-76614.044297014,-104376.675952397,-57849.930649281,-0.603722744178,-1.646994012339,-0.900669810504,,,,TransLunarCoast,None,NASA_AROW_OEM
126601.933,2026-04-03T13:07:39.017000Z,-76758.631382057,-104771.535208390,-58065.859042622,-0.601172950910,-1.643503204180,-0.898735377403,,,,TransLunarCoast,None,NASA_AROW_OEM
126841.933,2026-04-03T13:11:39.017000Z,-76902.608896575,-105165.559121316,-58281.324542179,-0.598642946846,-1.640032782549,-0.896812341166,,,,TransLunarCoast,None,NASA_AROW_OEM
127081.933,2026-04-03T13:15:39.017000Z,-77045.981559235,-105558.752557036,-58496.329868063,-0.596132476587,-1.636582523818,-0.894900576012,,,,TransLunarCoast,None,NASA_AROW_OEM
127321.933,2026-04-03T13:19:39.017000Z,-77188.754027964,-105951.120328163,-58710.877710443,-0.593641289316,-1.633152207878,-0.892999958154,,,,TransLunarCoast,None,NASA_AROW_OEM
127561.933,2026-04-03T13:23:39.017000Z,-77330.930901027,-106342.667194899,-58924.970730009,-0.591169138694,-1.629741618070,-0.891110365754,,,,TransLunarCoast,None,NASA_AROW_OEM
127801.933,2026-04-03T13:27:39.017000Z,-77472.516718100,-106733.397865855,-59138.611558442,-0.588715782759,-1.626350541108,-0.889231678883,,,,TransLunarCoast,None,NASA_AROW_OEM
128041.933,2026-04-03T13:31:39.017000Z,-77613.515961300,-107123.316998852,-59351.802798865,-0.586280983824,-1.622978767017,-0.887363779482,,,,TransLunarCoast,None,NASA_AROW_OEM
128281.933,2026-04-03T13:35:39.017000Z,-77753.933056204,-107512.429201706,-59564.547026288,-0.583864508384,-1.619626089063,-0.885506551328,,,,TransLunarCoast,None,NASA_AROW_OEM
128521.933,2026-04-03T13:39:39.017000Z,-77893.772372840,-107900.739033000,-59776.846788043,-0.581466127020,-1.616292303690,-0.883659879992,,,,TransLunarCoast,None,NASA_AROW_OEM
128761.933,2026-04-03T13:43:39.017000Z,-78033.038226656,-108288.251002840,-59988.704604212,-0.579085614310,-1.612977210454,-0.881823652805,,,,TransLunarCoast,None,NASA_AROW_OEM
129001.933,2026-04-03T13:47:39.017000Z,-78171.734879469,-108674.969573590,-60200.122968042,-0.576722748737,-1.609680611964,-0.879997758825,,,,TransLunarCoast,None,NASA_AROW_OEM
129241.933,2026-04-03T13:51:39.017000Z,-78309.866540395,-109060.899160602,-60411.104346360,-0.574377312607,-1.606402313821,-0.878182088799,,,,TransLunarCoast,None,NASA_AROW_OEM
129481.933,2026-04-03T13:55:39.017000Z,-78447.437366750,-109446.044132927,-60621.651179970,-0.572049091960,-1.603142124557,-0.876376535130,,,,TransLunarCoast,None,NASA_AROW_OEM
129721.933,2026-04-03T13:59:39.017000Z,-78584.451464941,-109830.408814005,-60831.765884049,-0.569737876495,-1.599899855579,-0.874580991849,,,,TransLunarCoast,None,NASA_AROW_OEM
129961.933,2026-04-03T14:03:39.017000Z,-78720.912891334,-110213.997482358,-61041.450848534,-0.567443459484,-1.596675321114,-0.872795354577,,,,TransLunarCoast,None,NASA_AROW_OEM
130201.933,2026-04-03T14:07:39.017000Z,-78856.825653102,-110596.814372253,-61250.708438498,-0.565165637695,-1.593468338152,-0.871019520498,,,,TransLunarCoast,None,NASA_AROW_OEM
130441.933,2026-04-03T14:11:39.017000Z,-78992.193709052,-110978.863674360,-61459.540994522,-0.562904211324,-1.590278726396,-0.869253388326,,,,TransLunarCoast,None,NASA_AROW_OEM
130681.933,2026-04-03T14:15:39.017000Z,-79127.020970445,-111360.149536401,-61667.950833060,-0.560658983910,-1.587106308205,-0.867496858277,,,,TransLunarCoast,None,NASA_AROW_OEM
130921.933,2026-04-03T14:19:39.017000Z,-79261.311301783,-111740.676063775,-61875.940246796,-0.558429762274,-1.583950908547,-0.865749832042,,,,TransLunarCoast,None,NASA_AROW_OEM
131161.933,2026-04-03T14:23:39.017000Z,-79395.068521593,-112120.447320182,-62083.511504992,-0.556216356444,-1.580812354948,-0.864012212753,,,,TransLunarCoast,None,NASA_AROW_OEM
131401.933,2026-04-03T14:27:39.017000Z,-79528.296403185,-112499.467328231,-62290.666853833,-0.554018579585,-1.577690477444,-0.862283904960,,,,TransLunarCoast,None,NASA_AROW_OEM
131641.933,2026-04-03T14:31:39.017000Z,-79660.998675403,-112877.740070035,-62497.408516764,-0.551836247941,-1.574585108530,-0.860564814606,,,,TransLunarCoast,None,NASA_AROW_OEM
131881.933,2026-04-03T14:35:39.017000Z,-79793.179023346,-113255.269487799,-62703.738694820,-0.549669180760,-1.571496083121,-0.858854848993,,,,TransLunarCoast,None,NASA_AROW_OEM
132121.933,2026-04-03T14:39:39.017000Z,-79924.841089093,-113632.059484390,-62909.659566948,-0.547517200240,-1.568423238498,-0.857153916765,,,,TransLunarCoast,None,NASA_AROW_OEM
