time_sec,utc,orion_x_km,orion_y_km,orion_z_km,orion_vx_km_s,orion_vy_km_s,orion_vz_km_s,moon_x_km,moon_y_km,moon_z_km,phase,event,source
0.000,2026-04-02T01:57:37.084000Z,-24468.231698272,-12677.926410380,-6901.348388603,-1.837968636896,-3.417226472808,-1.847823515795,,,,EarthOrbit,Start,NASA_AROW_OEM
65.703,2026-04-02T01:58:42.787000Z,-24588.078986612,-12901.972754690,-7022.496964210,-1.810291262968,-3.402794535918,-1.839966535114,,,,EarthOrbit,None,NASA_AROW_OEM
362.253,2026-04-02T02:03:39.337000Z,-25107.400003890,-13901.530356087,-7563.003976432,-1.692929245416,-3.338842828659,-1.805380365302,,,,EarthOrbit,None,NASA_AROW_OEM
602.253,2026-04-02T02:07:39.337000Z,-25502.919460762,-14696.800884967,-7993.002753100,-1.604048423174,-3.288631725981,-1.778064092413,,,,EarthOrbit,None,NASA_AROW_OEM
842.253,2026-04-02T02:11:39.337000Z,-25877.790558700,-15480.178080093,-8416.532276891,-1.520761786002,-3.239726550853,-1.751466884193,,,,EarthOrbit,None,NASA_AROW_OEM
1082.253,2026-04-02T02:15:39.337000Z,-26233.288662563,-16251.971364546,-8833.762790311,-1.442521794638,-3.192092896951,-1.725568751199,,,,EarthOrbit,None,NASA_AROW_OEM
1322.253,2026-04-02T02:19:39.337000Z,-26570.566429055,-17012.481235519,-9244.859400498,-1.368851388549,-3.145691205799,-1.700347108171,,,,EarthOrbit,None,NASA_AROW_OEM
1562.253,2026-04-02T02:23:39.337000Z,-26890.669352807,-17761.998297703,-9649.981598284,-1.299332953612,-3.100478895742,-1.675777893943,,,,EarthOrbit,None,NASA_AROW_OEM
1802.253,2026-04-02T02:27:39.337000Z,-27194.548914706,-18500.802729778,-10049.283004678,-1.233599295563,-3.056411876135,-1.651836364850,,,,EarthOrbit,None,NASA_AROW_OEM
2042.253,2026-04-02T02:31:39.337000Z,-27483.073762449,-19229.164058339,-10442.911278088,-1.171326208390,-3.013445619059,-1.628497653559,,,,EarthOrbit,None,NASA_AROW_OEM
2282.253,2026-04-02T02:35:39.337000Z,-27757.039266312,-19947.341148581,-10831.008134245,-1.112226319579,-2.971535911140,-1.605737158614,,,,EarthOrbit,None,NASA_AROW_OEM
2522.253,2026-04-02T02:39:39.337000Z,-28017.175725628,-20655.582346096,-11213.709444132,-1.056043964214,-2.930639373337,-1.583530811487,,,,EarthOrbit,None,NASA_AROW_OEM
2762.253,2026-04-02T02:43:39.337000Z,-28264.155448579,-21354.125722108,-11591.145384780,-1.002550893175,-2.890713812083,-1.561855254806,,,,EarthOrbit,None,NASA_AROW_OEM
3002.253,2026-04-02T02:47:39.337000Z,-28498.598886315,-22043.199387490,-11963.440624694,-0.951542661538,-2.851718447790,-1.540687956192,,,,EarthOrbit,None,NASA_AROW_OEM
3242.253,2026-04-02T02:51:39.337000Z,-28721.079969411,-22723.021850352,-12330.714530710,-0.902835574790,-2.813614054271,-1.520007275506,,,,EarthOrbit,None,NASA_AROW_OEM
3482.253,2026-04-02T02:55:39.337000Z,-28932.130768347,-23393.802398944,-12693.081386730,-0.856264094913,-2.776363033668,-1.499792498480,,,,EarthOrbit,None,NASA_AROW_OEM
3722.253,2026-04-02T02:59:39.337000Z,-29132.245578590,-24055.741496652,-13050.650617491,-0.811678627521,-2.739929444967,-1.480023846323,,,,EarthOrbit,None,NASA_AROW_OEM
3962.253,2026-04-02T03:03:39.337000Z,-29321.884513806,-24709.031179643,-13403.527012469,-0.768943626290,-2.704278999401,-1.460682468282,,,,EarthOrbit,None,NASA_AROW_OEM
4202.253,2026-04-02T03:07:39.337000Z,-29501.476676925,-25353.855450447,-13751.810946484,-0.727935962789,-2.669379032597,-1.441750422350,,,,EarthOrbit,None,NASA_AROW_OEM
4317.499,2026-04-02T03:09:34.583000Z,-29584.090239438,-25660.573914827,-13917.498756941,-0.706843230608,-2.653054488216,-1.432959308136,,,,EarthOrbit,None,NASA_AROW_OEM
4422.499,2026-04-02T03:11:19.583000Z,-29657.408571253,-25938.361600591,-14067.534765395,-0.689745608936,-2.638161783550,-1.424881558032,,,,EarthOrbit,None,NASA_AROW_OEM
4527.499,2026-04-02T03:13:04.583000Z,-29728.947001036,-26214.592520909,-14216.726408913,-0.672938961474,-2.623401410275,-1.416875945664,,,,EarthOrbit,None,NASA_AROW_OEM
4632.499,2026-04-02T03:14:49.583000Z,-29798.735654047,-26489.280444631,-14365.081192911,-0.656415206630,-2.608770978260,-1.408941160751,,,,EarthOrbit,None,NASA_AROW_OEM
4737.499,2026-04-02T03:16:34.583000Z,-29866.803823199,-26762.438892413,-14512.606486759,-0.640166569243,-2.594268149956,-1.401075922174,,,,EarthOrbit,None,NASA_AROW_OEM
4842.499,2026-04-02T03:18:19.583000Z,-29933.180000459,-27034.081142183,-14659.309526817,-0.624185565993,-2.579890639357,-1.393278977377,,,,EarthOrbit,None,NASA_AROW_OEM
4947.499,2026-04-02T03:20:04.583000Z,-29997.891906760,-27304.220234498,-14805.197419398,-0.608464991642,-2.565636210954,-1.385549101760,,,,EarthOrbit,None,NASA_AROW_OEM
5052.499,2026-04-02T03:21:49.583000Z,-30060.966520515,-27572.868977791,-14950.277143673,-0.592997906049,-2.551502678669,-1.377885098081,,,,EarthOrbit,None,NASA_AROW_OEM
5157.499,2026-04-02T03:23:34.583000Z,-30122.430104800,-27840.039953507,-15094.555554515,-0.577777621912,-2.537487904793,-1.370285795843,,,,EarthOrbit,None,NASA_AROW_OEM
5262.499,2026-04-02T03:25:19.583000Z,-30182.308233288,-28105.745521124,-15238.039385269,-0.562797693193,-2.523589798921,-1.362750050692,,,,EarthOrbit,None,NASA_AROW_OEM
5326.655,2026-04-02T03:26:23.739000Z,-30217.259953328,-28267.397517424,-15325.346855769,-0.538531422010,-2.515508227820,-1.358636014756,,,,EarthOrbit,None,NASA_AROW_OEM
5599.591,2026-04-02T03:30:56.675000Z,-30359.520711991,-28948.953144727,-15695.356570809,-0.501356962359,-2.480017557970,-1.340076499603,,,,EarthOrbit,None,NASA_AROW_OEM
5839.591,2026-04-02T03:34:56.675000Z,-30476.012173842,-29540.480900784,-16014.981575033,-0.469587519012,-2.449472186308,-1.323515154800,,,,EarthOrbit,None,NASA_AROW_OEM
6079.591,2026-04-02T03:38:56.675000Z,-30585.007791261,-30124.742998100,-16330.667358537,-0.438881608031,-2.419466898900,-1.307247747007,,,,EarthOrbit,None,NASA_AROW_OEM
6319.591,2026-04-02T03:42:56.675000Z,-30686.755804809,-30701.866576060,-16642.483111329,-0.409181576999,-2.389981192103,-1.291263079027,,,,EarthOrbit,None,NASA_AROW_OEM
6559.591,2026-04-02T03:46:56.675000Z,-30781.491135150,-31271.973973341,-16950.495402109,-0.380434010728,-2.360995554462,-1.275550498702,,,,EarthOrbit,None,NASA_AROW_OEM
6799.591,2026-04-02T03:50:56.675000Z,-30869.436352536,-31835.182959509,-17254.768305451,-0.352589343319,-2.332491412696,-1.260099868894,,,,EarthOrbit,None,NASA_AROW_OEM
7039.591,2026-04-02T03:54:56.675000Z,-30950.802558356,-32391.606953937,-17555.363521937,-0.325601512424,-2.304451080111,-1.244901538869,,,,EarthOrbit,None,NASA_AROW_OEM
7279.591,2026-04-02T03:58:56.675000Z,-31025.790188237,-32941.355232654,-17852.340491615,-0.299427650404,-2.276857707538,-1.229946317129,,,,EarthOrbit,None,NASA_AROW_OEM
7519.591,2026-04-02T04:02:56.675000Z,-31094.589744995,-33484.533123711,-18145.756501091,-0.274027807866,-2.249695236795,-1.215225445675,,,,EarthOrbit,None,NASA_AROW_OEM
7759.591,2026-04-02T04:06:56.675000Z,-31157.382468721,-34021.242191684,-18435.666784627,-0.249364705674,-2.222948356658,-1.200730575686,,,,EarthOrbit,None,NASA_AROW_OEM
7999.591,2026-04-02T04:10:56.675000Z,-31214.340950418,-34551.580411912,-18722.124619560,-0.225403512030,-2.196602461289,-1.186453744585,,,,EarthOrbit,None,NASA_AROW_OEM
8239.591,2026-04-02T04:14:56.675000Z,-31265.629694861,-35075.642335034,-19005.181416385,-0.202111641736,-2.170643611025,-1.172387354424,,,,EarthOrbit,None,NASA_AROW_OEM
8479.591,2026-04-02T04:18:56.675000Z,-31311.405637674,-35593.519242395,-19284.886803799,-0.179458575062,-2.145058495458,-1.158524151551,,,,EarthOrbit,None,NASA_AROW_OEM
8719.591,2026-04-02T04:22:56.675000Z,-31351.818621071,-36105.299292859,-19561.288709015,-0.157415694035,-2.119834398681,-1.144857207484,,,,EarthOrbit,None,NASA_AROW_OEM
8959.591,2026-04-02T04:26:56.675000Z,-31387.011832192,-36611.067661523,-19834.433433620,-0.135956134192,-2.094959166605,-1.131379900941,,,,EarthOrbit,None,NASA_AROW_OEM
9199.591,2026-04-02T04:30:56.675000Z,-31417.122207558,-37110.906670828,-20104.365725260,-0.115054650134,-2.070421176242,-1.118085900956,,,,EarthOrbit,None,NASA_AROW_OEM
9439.591,2026-04-02T04:34:56.675000Z,-31442.280806749,-37604.895914529,-20371.128845391,-0.094687493378,-2.046209306831,-1.104969151020,,,,EarthOrbit,None,NASA_AROW_OEM
9679.591,2026-04-02T04:38:56.675000Z,-31462.613158124,-38093.112374931,-20634.764633343,-0.074832301212,-2.022312912708,-1.092023854191,,,,EarthOrbit,None,NASA_AROW_OEM
9919.591,2026-04-02T04:42:56.675000Z,-31478.239579064,-38575.630533833,-20895.313566923,-0.055467995418,-1.998721797825,-1.079244459108,,,,EarthOrbit,None,NASA_AROW_OEM
10159.591,2026-04-02T04:46:56.675000Z,-31489.275472990,-39052.522477521,-21152.814819756,-0.036574689832,-1.975426191799,-1.066625646862,,,,EarthOrbit,None,NASA_AROW_OEM
10399.591,2026-04-02T04:50:56.675000Z,-31495.831605168,-39523.857996209,-21407.306315584,-0.018133605867,-1.952416727414,-1.054162318657,,,,EarthOrbit,None,NASA_AROW_OEM
10639.591,2026-04-02T04:54:56.675000Z,-31498.014359112,-39989.704678230,-21658.824779686,-0.000126995187,-1.929684419470,-1.041849584223,,,,EarthOrbit,None,NASA_AROW_OEM
10879.591,2026-04-02T04:58:56.675000Z,-31495.925975221,-40450.127999310,-21907.405787603,0.017461931149,-1.907220644909,-1.029682750930,,,,EarthOrbit,None,NASA_AROW_OEM
11119.591,2026-04-02T05:02:56.675000Z,-31489.664773118,-40905.191407220,-22153.083811331,0.034649067716,-1.885017124126,-1.017657313550,,,,EarthOrbit,None,NASA_AROW_OEM
11359.591,2026-04-02T05:06:56.675000Z,-31479.325359025,-41354.956402069,-22395.892263134,0.051449474472,-1.863065903381,-1.005768944635,,,,EarthOrbit,None,NASA_AROW_OEM
11599.591,2026-04-02T05:10:56.675000Z,-31464.998819389,-41799.482612511,-22635.863537109,0.067877431724,-1.841359338272,-0.994013485467,,,,EarthOrbit,None,NASA_AROW_OEM
11839.591,2026-04-02T05:14:56.675000Z,-31446.772901836,-42238.827868095,-22873.029048652,0.083946490759,-1.819890078156,-0.982386937541,,,,EarthOrbit,None,NASA_AROW_OEM
12079.591,2026-04-02T05:18:56.675000Z,-31424.732184462,-42673.048267995,-23107.419271937,0.099669520527,-1.798651051500,-0.970885454547,,,,EarthOrbit,None,NASA_AROW_OEM
12319.591,2026-04-02T05:22:56.675000Z,-31398.958234350,-43102.198246321,-23339.063775529,0.115058750747,-1.777635452072,-0.959505334823,,,,EarthOrbit,None,NASA_AROW_OEM
12559.591,2026-04-02T05:26:56.675000Z,-31369.529756143,-43526.330634212,-23567.991256235,0.130125811739,-1.756836725928,-0.948243014241,,,,EarthOrbit,None,NASA_AROW_OEM
12799.591,2026-04-02T05:30:56.675000Z,-31336.522731423,-43945.496718906,-23794.229571301,0.144881771281,-1.736248559151,-0.937095059505,,,,EarthOrbit,None,NASA_AROW_OEM
13039.591,2026-04-02T05:34:56.675000Z,-31300.010549570,-44359.746299937,-24017.805769046,0.159337168743,-1.715864866280,-0.926058161827,,,,EarthOrbit,None,NASA_AROW_OEM
13279.591,2026-04-02T05:38:56.675000Z,-31260.064130738,-44769.127742647,-24238.746118022,0.173502046734,-1.695679779393,-0.915129130966,,,,EarthOrbit,None,NASA_AROW_OEM
13519.591,2026-04-02T05:42:56.675000Z,-31216.752041506,-45173.688029144,-24457.076134783,0.187385980470,-1.675687637806,-0.904304889601,,,,EarthOrbit,None,NASA_AROW_OEM
13759.591,2026-04-02T05:46:56.675000Z,-31170.140603739,-45573.472806861,-24672.820610339,0.200998105058,-1.655882978333,-0.893582468010,,,,EarthOrbit,None,NASA_AROW_OEM
13999.591,2026-04-02T05:50:56.675000Z,-31120.293997138,-45968.526434844,-24886.003635377,0.214347140865,-1.636260526097,-0.882958999055,,,,EarthOrbit,None,NASA_AROW_OEM
14239.591,2026-04-02T05:54:56.675000Z,-31067.274355904,-46358.892027888,-25096.648624303,0.227441417121,-1.616815185831,-0.872431713431,,,,EarthOrbit,None,NASA_AROW_OEM
14479.591,2026-04-02T05:58:56.675000Z,-31011.141859947,-46744.611498654,-25304.778338177,0.240288893915,-1.597542033654,-0.861997935183,,,,EarthOrbit,None,NASA_AROW_OEM
14719.591,2026-04-02T06:02:56.675000Z,-30951.954820988,-47125.725597851,-25510.414906605,0.252897182692,-1.578436309290,-0.851655077451,,,,EarthOrbit,None,NASA_AROW_OEM
14959.591,2026-04-02T06:06:56.675000Z,-30889.769763910,-47502.273952617,-25713.579848636,0.265273565391,-1.559493408705,-0.841400638458,,,,EarthOrbit,None,NASA_AROW_OEM
15199.591,2026-04-02T06:10:56.675000Z,-30824.641503677,-47874.295103169,-25914.294092717,0.277425012303,-1.540708877123,-0.831232197701,,,,EarthOrbit,None,NASA_AROW_OEM
15439.591,2026-04-02T06:14:56.675000Z,-30756.623218096,-48241.826537823,-26112.577995766,0.289358198774,-1.522078402415,-0.821147412342,,,,EarthOrbit,None,NASA_AROW_OEM
15679.591,2026-04-02T06:18:56.675000Z,-30685.766516714,-48604.904726471,-26308.451361397,0.301079520819,-1.503597808833,-0.811144013791,,,,EarthOrbit,None,NASA_AROW_OEM
15919.591,2026-04-02T06:22:56.675000Z,-30612.121506083,-48963.565152594,-26501.933457342,0.312595109748,-1.485263051059,-0.801219804459,,,,EarthOrbit,None,NASA_AROW_OEM
16159.591,2026-04-02T06:26:56.675000Z,-30535.736851625,-49317.842343883,-26693.043032129,0.323910845859,-1.467070208566,-0.791372654689,,,,EarthOrbit,None,NASA_AROW_OEM
16399.591,2026-04-02T06:30:56.675000Z,-30456.659836323,-49667.769901536,-26881.798331020,0.335032371276,-1.449015480255,-0.781600499827,,,,EarthOrbit,None,NASA_AROW_OEM
16639.591,2026-04-02T06:34:56.675000Z,-30374.936416415,-50013.380528308,-27068.217111286,0.345965102002,-1.431095179370,-0.771901337451,,,,EarthOrbit,None,NASA_AROW_OEM
16879.591,2026-04-02T06:38:56.675000Z,-30290.611274298,-50354.706055368,-27252.316656817,0.356714239222,-1.413305728658,-0.762273224734,,,,EarthOrbit,None,NASA_AROW_OEM
17119.591,2026-04-02T06:42:56.675000Z,-30203.727868792,-50691.777468022,-27434.113792126,0.367284779932,-1.395643655774,-0.752714275939,,,,EarthOrbit,None,NASA_AROW_OEM
17359.591,2026-04-02T06:46:56.675000Z,-30114.328482936,-51024.624930363,-27613.624895759,0.377681526924,-1.378105588901,-0.743222660033,,,,EarthOrbit,None,NASA_AROW_OEM
17599.591,2026-04-02T06:50:56.675000Z,-30022.454269458,-51353.277808894,-27790.865913151,0.387909098186,-1.360688252596,-0.733796598422,,,,EarthOrbit,None,NASA_AROW_OEM
17839.591,2026-04-02T06:54:56.675000Z,-29928.145294056,-51677.764695175,-27965.852368951,0.397971935744,-1.343388463818,-0.724434362787,,,,EarthOrbit,None,NASA_AROW_OEM
18079.591,2026-04-02T06:58:56.675000Z,-29831.440576619,-51998.113427549,-28138.599378836,0.407874313993,-1.326203128156,-0.715134273033,,,,EarthOrbit,None,NASA_AROW_OEM
18319.591,2026-04-02T07:02:56.675000Z,-29732.378130508,-52314.351111972,-28309.121660852,0.417620347554,-1.309129236235,-0.705894695326,,,,EarthOrbit,None,NASA_AROW_OEM
18559.591,2026-04-02T07:06:56.675000Z,-29630.995000001,-52626.504142010,-28477.433546288,0.427213998674,-1.292163860278,-0.696714040223,,,,EarthOrbit,None,NASA_AROW_OEM
18799.591,2026-04-02T07:10:56.675000Z,-29527.327296021,-52934.598218027,-28643.548990113,0.436659084212,-1.275304150844,-0.687590760896,,,,EarthOrbit,None,NASA_AROW_OEM
19039.591,2026-04-02T07:14:56.675000Z,-29421.410230226,-53238.658365606,-28807.481581001,0.445959282244,-1.258547333699,-0.678523351425,,,,EarthOrbit,None,NASA_AROW_OEM
19140.880,2026-04-02T07:16:37.964000Z,-29376.042625964,-53365.778588944,-28876.015476714,0.449841700678,-1.251505546987,-0.674712973184,,,,EarthOrbit,None,NASA_AROW_OEM
19380.880,2026-04-02T07:20:37.964000Z,-29266.985825746,-53664.144148685,-29036.866671399,0.458941938114,-1.234890410285,-0.665722496239,,,,EarthOrbit,None,NASA_AROW_OEM
19620.880,2026-04-02T07:24:37.964000Z,-29155.761416704,-53958.533703046,-29195.566465394,0.467905658651,-1.218371740334,-0.656784401547,,,,EarthOrbit,None,NASA_AROW_OEM
19860.880,2026-04-02T07:28:37.964000Z,-29042.401770782,-54248.970098129,-29352.127264409,0.476736110541,-1.201946998521,-0.647897311349,,,,EarthOrbit,None,NASA_AROW_OEM
20100.880,2026-04-02T07:32:37.964000Z,-28926.938494081,-54535.475578377,-29506.561147633,0.485436428352,-1.185613709230,-0.639059882150,,,,EarthOrbit,None,NASA_AROW_OEM
20340.880,2026-04-02T07:36:37.964000Z,-28809.402453560,-54818.071801401,-29658.879875792,0.494009637847,-1.169369457404,-0.630270803387,,,,EarthOrbit,None,NASA_AROW_OEM
20580.880,2026-04-02T07:40:37.964000Z,-28689.823802587,-55096.779852232,-29809.094898901,0.502458660603,-1.153211886207,-0.621528796165,,,,EarthOrbit,None,NASA_AROW_OEM
20820.880,2026-04-02T07:44:37.964000Z,-28568.232005413,-55371.620257019,-29957.217363720,0.510786318390,-1.137138694788,-0.612832612030,,,,EarthOrbit,None,NASA_AROW_OEM
21060.880,2026-04-02T07:48:37.964000Z,-28444.655860624,-55642.612996213,-30103.258120914,0.518995337323,-1.121147636141,-0.604181031815,,,,EarthOrbit,None,NASA_AROW_OEM
21300.880,2026-04-02T07:52:37.964000Z,-28319.123523620,-55909.777517238,-30247.227731952,0.527088351804,-1.105236515049,-0.595572864512,,,,EarthOrbit,None,NASA_AROW_OEM
21540.880,2026-04-02T07:56:37.964000Z,-28191.662528175,-56173.132746682,-30389.136475731,0.535067908258,-1.089403186118,-0.587006946208,,,,EarthOrbit,None,NASA_AROW_OEM
21780.880,2026-04-02T08:00:37.964000Z,-28062.299807122,-56432.697102028,-30528.994354957,0.542936468686,-1.073645551889,-0.578482139057,,,,EarthOrbit,None,NASA_AROW_OEM
22020.880,2026-04-02T08:04:37.964000Z,-27931.061712205,-56688.488502940,-30666.811102284,0.550696414039,-1.057961561028,-0.569997330291,,,,EarthOrbit,None,NASA_AROW_OEM
22260.880,2026-04-02T08:08:37.964000Z,-27797.974033142,-56940.524382121,-30802.596186216,0.558350047419,-1.042349206585,-0.561551431281,,,,EarthOrbit,None,NASA_AROW_OEM
22500.880,2026-04-02T08:12:37.964000Z,-27663.062015945,-57188.821695766,-30936.358816788,0.565899597131,-1.026806524326,-0.553143376623,,,,EarthOrbit,None,NASA_AROW_OEM
22740.880,2026-04-02T08:16:37.964000Z,-27526.350380516,-57433.396933617,-31068.107951041,0.573347219581,-1.011331591127,-0.544772123265,,,,EarthOrbit,None,NASA_AROW_OEM
22980.880,2026-04-02T08:20:37.964000Z,-27387.863337569,-57674.266128645,-31197.852298281,0.580695002032,-0.995922523433,-0.536436649675,,,,EarthOrbit,None,NASA_AROW_OEM
23220.880,2026-04-02T08:24:37.964000Z,-27247.624604910,-57911.444866370,-31325.600325147,0.587944965232,-0.980577475774,-0.528135955025,,,,EarthOrbit,None,NASA_AROW_OEM
23460.880,2026-04-02T08:28:37.964000Z,-27105.657423095,-58144.948293821,-31451.360260486,0.595099065913,-0.965294639338,-0.519869058422,,,,EarthOrbit,None,NASA_AROW_OEM
23700.880,2026-04-02T08:32:37.964000Z,-26961.984570507,-58374.791128177,-31575.140100048,0.602159199172,-0.950072240598,-0.511634998159,,,,EarthOrbit,None,NASA_AROW_OEM
23940.880,2026-04-02T08:36:37.964000Z,-26816.628377875,-58600.987665071,-31696.947611003,0.609127200740,-0.934908539986,-0.503432830994,,,,EarthOrbit,None,NASA_AROW_OEM
24180.880,2026-04-02T08:40:37.964000Z,-26669.610742258,-58823.551786586,-31816.790336289,0.616004849146,-0.919801830619,-0.495261631458,,,,EarthOrbit,None,NASA_AROW_OEM
24420.880,2026-04-02T08:44:37.964000Z,-26520.953140525,-59042.496968953,-31934.675598800,0.622793867777,-0.904750437074,-0.487120491188,,,,EarthOrbit,None,NASA_AROW_OEM
24660.880,2026-04-02T08:48:37.964000Z,-26370.676642353,-59257.836289957,-32050.610505406,0.629495926849,-0.889752714196,-0.479008518280,,,,EarthOrbit,None,NASA_AROW_OEM
24900.880,2026-04-02T08:52:37.964000Z,-26218.801922757,-59469.582436064,-32164.601950838,0.636112645278,-0.874807045959,-0.470924836671,,,,EarthOrbit,None,NASA_AROW_OEM
25140.880,2026-04-02T08:56:37.964000Z,-26065.349274190,-59677.747709277,-32276.656621407,0.642645592479,-0.859911844360,-0.462868585533,,,,EarthOrbit,None,NASA_AROW_OEM
25380.880,2026-04-02T09:00:37.964000Z,-25910.338618213,-59882.344033735,-32386.780998600,0.649096290068,-0.845065548350,-0.454838918701,,,,EarthOrbit,None,NASA_AROW_OEM
25620.880,2026-04-02T09:04:37.964000Z,-25753.789516771,-60083.382962056,-32494.981362526,0.655466213499,-0.830266622808,-0.446835004106,,,,EarthOrbit,None,NASA_AROW_OEM
25860.880,2026-04-02T09:08:37.964000Z,-25595.721183083,-60280.875681441,-32601.263795234,0.661756793623,-0.815513557540,-0.438856023236,,,,EarthOrbit,None,NASA_AROW_OEM
26100.880,2026-04-02T09:12:37.964000Z,-25436.152492167,-60474.833019537,-32705.634183906,0.667969418178,-0.800804866317,-0.430901170614,,,,EarthOrbit,None,NASA_AROW_OEM
26340.880,2026-04-02T09:16:37.964000Z,-25275.101991012,-60665.265450081,-32808.098223921,0.674105433210,-0.786139085938,-0.422969653287,,,,EarthOrbit,None,NASA_AROW_OEM
26580.880,2026-04-02T09:20:37.964000Z,-25112.587908426,-60852.183098312,-32908.661421803,0.680166144439,-0.771514775330,-0.415060690337,,,,EarthOrbit,None,NASA_AROW_OEM
26820.880,2026-04-02T09:24:37.964000Z,-24948.628164550,-61035.595746181,-33007.329098054,0.686152818553,-0.756930514671,-0.407173512406,,,,EarthOrbit,None,NASA_AROW_OEM
27060.880,2026-04-02T09:28:37.964000Z,-24783.240380080,-61215.512837344,-33104.106389870,0.692066684457,-0.742384904536,-0.399307361231,,,,EarthOrbit,None,NASA_AROW_OEM
27300.880,2026-04-02T09:32:37.964000Z,-24616.441885188,-61391.943481963,-33198.998253749,0.697908934462,-0.727876565080,-0.391461489201,,,,EarthOrbit,None,NASA_AROW_OEM
27540.880,2026-04-02T09:36:37.964000Z,-24448.249728170,-61564.896461303,-33292.009468000,0.703680725420,-0.713404135231,-0.383635158918,,,,EarthOrbit,None,NASA_AROW_OEM
27780.880,2026-04-02T09:40:37.964000Z,-24278.680683823,-61734.380232150,-33383.144635136,0.709383179811,-0.698966271915,-0.375827642779,,,,EarthOrbit,None,NASA_AROW_OEM
28020.880,2026-04-02T09:44:37.964000Z,-24107.751261567,-61900.402931035,-33472.408184184,0.715017386792,-0.684561649305,-0.368038222563,,,,EarthOrbit,None,NASA_AROW_OEM
28260.880,2026-04-02T09:48:37.964000Z,-23935.477713326,-62062.972378285,-33559.804372878,0.720584403183,-0.670188958078,-0.360266189032,,,,EarthOrbit,None,NASA_AROW_OEM
28500.880,2026-04-02T09:52:37.964000Z,-23761.876041170,-62222.096081900,-33645.337289780,0.726085254427,-0.655846904705,-0.352510841544,,,,EarthOrbit,None,NASA_AROW_OEM
28740.880,2026-04-02T09:56:37.964000Z,-23586.962004736,-62377.781241259,-33729.010856288,0.731520935499,-0.641534210755,-0.344771487676,,,,EarthOrbit,None,NASA_AROW_OEM
29032.674,2026-04-02T10:01:29.758000Z,-23362.578544570,-62557.265035302,-33821.413040201,0.738439006739,-0.623756717037,-0.335085788238,,,,EarthOrbit,None,NASA_AROW_OEM
29272.674,2026-04-02T10:05:29.758000Z,-23184.716573494,-62705.255291629,-33900.908380840,0.743733647443,-0.609499739648,-0.327377739283,,,,EarthOrbit,None,NASA_AROW_OEM
29512.674,2026-04-02T10:09:29.758000Z,-23005.591368321,-62849.826934986,-33978.555459047,0.748966105702,-0.595268070836,-0.319683490427,,,,EarthOrbit,None,NASA_AROW_OEM
29752.674,2026-04-02T10:13:29.758000Z,-22825.217747239,-62990.985892472,-34054.357507277,0.754137257063,-0.581060487934,-0.312002379683,,,,EarthOrbit,None,NASA_AROW_OEM
29992.674,2026-04-02T10:17:29.758000Z,-22643.610321476,-63128.737799162,-34128.317599879,0.759247950756,-0.566875779996,-0.304333751446,,,,EarthOrbit,None,NASA_AROW_OEM
30232.674,2026-04-02T10:21:29.758000Z,-22460.783501534,-63263.088000853,-34200.438654593,0.764299010390,-0.552712747196,-0.296676956173,,,,EarthOrbit,None,NASA_AROW_OEM
30472.674,2026-04-02T10:25:29.758000Z,-22276.751503257,-63394.041556657,-34270.723433960,0.769291234613,-0.538570200238,-0.289031350059,,,,EarthOrbit,None,NASA_AROW_OEM
30712.674,2026-04-02T10:29:29.758000Z,-22091.528353744,-63521.603241462,-34339.174546670,0.774225397748,-0.524446959780,-0.281396294730,,,,EarthOrbit,None,NASA_AROW_OEM
30952.674,2026-04-02T10:33:29.758000Z,-21905.127897115,-63645.777548252,-34405.794448820,0.779102250400,-0.510341855871,-0.273771156931,,,,EarthOrbit,None,NASA_AROW_OEM
31192.674,2026-04-02T10:37:29.758000Z,-21717.563800133,-63766.568690293,-34470.585445113,0.783922520036,-0.496253727396,-0.266155308230,,,,EarthOrbit,None,NASA_AROW_OEM
31432.674,2026-04-02T10:41:29.758000Z,-21528.849557690,-63883.980603190,-34533.549689975,0.788686911536,-0.482181421531,-0.258548124720,,,,EarthOrbit,None,NASA_AROW_OEM
31672.674,2026-04-02T10:45:29.758000Z,-21338.998498163,-63998.016946812,-34594.689188610,0.793396107727,-0.468123793207,-0.250948986732,,,,EarthOrbit,None,NASA_AROW_OEM
31912.674,2026-04-02T10:49:29.758000Z,-21148.023788647,-64108.681107087,-34654.005797980,0.798050769887,-0.454079704584,-0.243357278545,,,,EarthOrbit,None,NASA_AROW_OEM
32152.674,2026-04-02T10:53:29.758000Z,-20955.938440068,-64215.976197681,-34711.501227722,0.802651538225,-0.440048024534,-0.235772388108,,,,EarthOrbit,None,NASA_AROW_OEM
32392.674,2026-04-02T10:57:29.758000Z,-20762.755312183,-64319.905061540,-34767.177040991,0.807199032347,-0.426027628127,-0.228193706763,,,,EarthOrbit,None,NASA_AROW_OEM
32632.674,2026-04-02T11:01:29.758000Z,-20568.487118471,-64420.470272321,-34821.034655245,0.811693851689,-0.412017396129,-0.220620628972,,,,EarthOrbit,None,NASA_AROW_OEM
32872.674,2026-04-02T11:05:29.758000Z,-20373.146430928,-64517.674135699,-34873.075342960,0.816136575938,-0.398016214501,-0.213052552044,,,,EarthOrbit,None,NASA_AROW_OEM
