t_sec,phase,orion_x,orion_y,orion_z,moon_x,moon_y,moon_z,orion_vx,orion_vy,orion_vz
24660.880,EarthOrbit,-26370.676642353,-59257.836289957,-32050.610505406,-379699.177,-87693.588,-61521.669,0.629495926849,-0.889752714196,-0.479008518280
24900.880,EarthOrbit,-26218.801922757,-59469.582436064,-32164.601950838,-379643.206,-87900.400,-61630.691,0.636112645278,-0.874807045959,-0.470924836671
25140.880,EarthOrbit,-26065.349274190,-59677.747709277,-32276.656621407,-379587.216,-88107.208,-61739.709,0.642645592479,-0.859911844360,-0.462868585533
25380.880,EarthOrbit,-25910.338618213,-59882.344033735,-32386.780998600,-379531.067,-88313.979,-61848.701,0.649096290068,-0.845065548350,-0.454838918701
25620.880,EarthOrbit,-25753.789516771,-60083.382962056,-32494.981362526,-379474.722,-88520.704,-61957.661,0.655466213499,-0.830266622808,-0.446835004106
25860.880,EarthOrbit,-25595.721183083,-60280.875681441,-32601.263795234,-379418.377,-88727.429,-62066.621,0.661756793623,-0.815513557540,-0.438856023236
26100.880,EarthOrbit,-25436.152492167,-60474.833019537,-32705.634183906,-379361.697,-88934.075,-62175.525,0.667969418178,-0.800804866317,-0.430901170614
26340.880,EarthOrbit,-25275.101991012,-60665.265450081,-32808.098223921,-379304.997,-89140.717,-62284.427,0.674105433210,-0.786139085938,-0.422969653287
26580.880,EarthOrbit,-25112.587908426,-60852.183098312,-32908.661421803,-379248.140,-89347.321,-62393.302,0.680166144439,-0.771514775330,-0.415060690337
26820.880,EarthOrbit,-24948.628164550,-61035.595746181,-33007.329098054,-379191.086,-89553.879,-62502.145,0.686152818553,-0.756930514671,-0.407173512406
27060.880,EarthOrbit,-24783.240380080,-61215.512837344,-33104.106389870,-379134.033,-89760.438,-62610.987,0.692066684457,-0.742384904536,-0.399307361231
27300.880,EarthOrbit,-24616.441885188,-61391.943481963,-33198.998253749,-379076.644,-89966.916,-62719.774,0.697908934462,-0.727876565080,-0.391461489201
27540.880,EarthOrbit,-24448.249728170,-61564.896461303,-33292.009468000,-379019.236,-90173.390,-62828.558,0.703680725420,-0.713404135231,-0.383635158918
27780.880,EarthOrbit,-24278.680683823,-61734.380232150,-33383.144635136,-378961.670,-90379.827,-62937.315,0.709383179811,-0.698966271915,-0.375827642779
28020.880,EarthOrbit,-24107.751261567,-61900.402931035,-33472.408184184,-378903.909,-90586.216,-63046.039,0.715017386792,-0.684561649305,-0.368038222563
28260.880,EarthOrbit,-23935.477713326,-62062.972378285,-33559.804372878,-378846.147,-90792.606,-63154.764,0.720584403183,-0.670188958078,-0.360266189032
28500.880,EarthOrbit,-23761.876041170,-62222.096081900,-33645.337289780,-378788.051,-90998.915,-63263.432,0.726085254427,-0.655846904705,-0.352510841544
28740.880,EarthOrbit,-23586.962004736,-62377.781241259,-33729.010856288,-378729.935,-91205.219,-63372.097,0.731520935499,-0.641534210755,-0.344771487676
29032.674,EarthOrbit,-23362.578544570,-62557.265035302,-33821.413040201,-378659.044,-91455.989,-63504.173,0.738439006739,-0.623756717037,-0.335085788238
29272.674,EarthOrbit,-23184.716573494,-62705.255291629,-33900.908380840,-378600.575,-91662.208,-63612.778,0.743733647443,-0.609499739648,-0.327377739283
29512.674,EarthOrbit,-23005.591368321,-62849.826934986,-33978.555459047,-378542.049,-91868.414,-63721.374,0.748966105702,-0.595268070836,-0.319683490427
29752.674,EarthOrbit,-22825.217747239,-62990.985892472,-34054.357507277,-378483.227,-92074.547,-63829.919,0.754137257063,-0.581060487934,-0.312002379683
29992.674,EarthOrbit,-22643.610321476,-63128.737799162,-34128.317599879,-378424.405,-92280.680,-63938.464,0.759247950756,-0.566875779996,-0.304333751446
30232.674,EarthOrbit,-22460.783501534,-63263.088000853,-34200.438654593,-378365.349,-92486.755,-64046.970,0.764299010390,-0.552712747196,-0.296676956173
30472.674,EarthOrbit,-22276.751503257,-63394.041556657,-34270.723433960,-378306.174,-92692.802,-64155.455,0.769291234613,-0.538570200238,-0.289031350059
30712.674,EarthOrbit,-22091.528353744,-63521.603241462,-34339.174546670,-378246.941,-92898.834,-64263.930,0.774225397748,-0.524446959780,-0.281396294730
30952.674,EarthOrbit,-21905.127897115,-63645.777548252,-34405.794448820,-378187.413,-93104.794,-64372.354,0.779102250400,-0.510341855871,-0.273771156931
31192.674,EarthOrbit,-21717.563800133,-63766.568690293,-34470.585445113,-378127.885,-93310.754,-64480.779,0.783922520036,-0.496253727396,-0.266155308230
31432.674,EarthOrbit,-21528.849557690,-63883.980603190,-34533.549689975,-378068.124,-93516.655,-64589.163,0.788686911536,-0.482181421531,-0.258548124720
31672.674,EarthOrbit,-21338.998498163,-63998.016946812,-34594.689188610,-378008.243,-93722.528,-64697.527,0.793396107727,-0.468123793207,-0.250948986732
31912.674,EarthOrbit,-21148.023788647,-64108.681107087,-34654.005797980,-377948.305,-93928.386,-64805.881,0.798050769887,-0.454079704584,-0.243357278545
32152.674,EarthOrbit,-20955.938440068,-64215.976197681,-34711.501227722,-377888.072,-94134.170,-64914.184,0.802651538225,-0.440048024534,-0.235772388108
32392.674,EarthOrbit,-20762.755312183,-64319.905061540,-34767.177040991,-377827.838,-94339.954,-65022.486,0.807199032347,-0.426027628127,-0.228193706763
32632.674,EarthOrbit,-20568.487118471,-64420.470272321,-34821.034655245,-377767.372,-94545.680,-65130.749,0.811693851689,-0.412017396129,-0.220620628972
32872.674,EarthOrbit,-20373.146430928,-64517.674135699,-34873.075342960,-377706.786,-94751.376,-65238.990,0.816136575938,-0.398016214501,-0.213052552044
33112.674,EarthOrbit,-20176.745684751,-64611.518690553,-34923.300232280,-377646.144,-94957.058,-65347.222,0.820527765429,-0.384022973910,-0.205488875872
33352.674,EarthOrbit,-19979.297182944,-64702.005710039,-34971.710307610,-377585.206,-95162.665,-65455.402,0.824867961525,-0.370036569240,-0.197929002668
33592.674,EarthOrbit,-19780.813100822,-64789.136702543,-35018.306410135,-377524.269,-95368.272,-65563.582,0.829157686978,-0.356055899110,-0.190372336701
33832.674,EarthOrbit,-19581.305490440,-64872.912912518,-35063.089238287,-377463.098,-95573.820,-65671.721,0.833397446265,-0.342079865396,-0.182818284040
34072.674,EarthOrbit,-19380.786284938,-64953.335321213,-35106.059348144,-377401.809,-95779.338,-65779.840,0.837587725917,-0.328107372757,-0.175266252296
34312.674,EarthOrbit,-19179.267302813,-65030.404647280,-35147.217153771,-377340.462,-95984.841,-65887.948,0.841728994823,-0.314137328164,-0.167715650364
34552.674,EarthOrbit,-18976.760252115,-65104.121347276,-35186.562927496,-377278.821,-96190.270,-65996.004,0.845821704519,-0.300168640429,-0.160165888176
34792.674,EarthOrbit,-18773.276734579,-65174.485616047,-35224.096800131,-377217.180,-96395.698,-66104.061,0.849866289462,-0.286200219742,-0.152616376444
35032.674,EarthOrbit,-18568.828249698,-65241.497387003,-35259.818761124,-377155.306,-96601.066,-66212.076,0.853863167288,-0.272230977206,-0.145066526409
35272.674,EarthOrbit,-18363.426198723,-65305.156332282,-35293.728658664,-377093.314,-96806.404,-66320.070,0.857812739050,-0.258259824371,-0.137515749593
35512.674,EarthOrbit,-18157.081888620,-65365.461862802,-35325.826199711,-377031.264,-97011.727,-66428.055,0.861715389446,-0.244285672778,-0.129963457545
35752.674,EarthOrbit,-17949.806535971,-65422.413128202,-35356.110949975,-376968.921,-97216.974,-66535.986,0.865571487029,-0.230307433488,-0.122409061595
35992.674,EarthOrbit,-17741.611270821,-65476.009016674,-35384.582333835,-376906.577,-97422.222,-66643.918,0.869381384406,-0.216324016628,-0.114851972603
36232.674,EarthOrbit,-17532.507140484,-65526.248154681,-35411.239634195,-376844.001,-97627.408,-66751.808,0.873145418414,-0.202334330924,-0.107291600706
36472.674,EarthOrbit,-17322.505113311,-65573.128906566,-35436.081992278,-376781.306,-97832.564,-66859.678,0.876863910290,-0.188337283239,-0.099727355071
36613.000,EarthOrbit,-17199.307053107,-65598.983078308,-35449.765895653,-376744.649,-97952.517,-66922.748,0.879017105527,-0.180149478317,-0.095302572808
36878.212,EarthOrbit,-16964.318297640,-65644.962479151,-35473.144587495,-376675.069,-98179.147,-67041.895,0.888497314380,-0.165711400239,-0.083701363369
37099.911,EarthOrbit,-16766.970028050,-65680.264882304,-35490.925299428,-376616.831,-98368.574,-67141.480,0.891821736243,-0.152758349985,-0.076701834033
37321.610,EarthOrbit,-16568.888971841,-65712.694522629,-35507.153664942,-376558.523,-98557.983,-67241.053,0.895107989444,-0.139795382307,-0.069697200825
37543.309,EarthOrbit,-16370.083569018,-65742.249105011,-35521.828500419,-376499.961,-98747.326,-67340.581,0.898356270212,-0.126821626748,-0.062686993529
37765.009,EarthOrbit,-16170.562217290,-65768.926140991,-35534.948517809,-376441.399,-98936.669,-67440.108,0.901566763880,-0.113836209520,-0.055670740206
37986.708,EarthOrbit,-15970.333274482,-65792.722947996,-35546.512324225,-376382.672,-99125.968,-67539.605,0.904739644934,-0.100838253189,-0.048647967019
38208.407,EarthOrbit,-15769.405060931,-65813.636648490,-35556.518421504,-376323.786,-99315.224,-67639.074,0.907875077060,-0.087826876347,-0.041618198058
38430.106,EarthOrbit,-15567.785861883,-65831.664169061,-35564.965205728,-376264.901,-99504.481,-67738.543,0.910973213175,-0.074801193284,-0.034580955162
38651.805,EarthOrbit,-15365.483929871,-65846.802239425,-35571.850966708,-376205.755,-99693.669,-67837.964,0.914034195451,-0.061760313653,-0.027535757740
38873.504,EarthOrbit,-15162.516812000,-65859.141377000,-35577.171828000,-376146.546,-99882.839,-67937.374,0.917055391000,-0.048720147000,-0.020488759000
38991.654,EarthOrbit,-15054.072670277,-65864.486217764,-35579.370312456,-376114.992,-99983.654,-67990.352,0.918651858462,-0.041754853829,-0.016726079513
39109.803,EarthOrbit,-14945.440524847,-65869.007820116,-35581.124084495,-376083.385,-100084.454,-68043.320,0.920237862559,-0.034784598109,-0.012960791981
39227.953,EarthOrbit,-14836.621610988,-65872.705589617,-35582.432831600,-376051.659,-100185.223,-68096.267,0.921813419458,-0.027809242407,-0.009192822255
